Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;78;1:52'12.3963;None;None;None;150
2;None;25;Час Мостер;None;Holden Commodore ZB;78;1:52'22.7031;10.3068;10.3068;None;138
3;None;6;Кэмерон Уотерс;None;Ford Mustang GT;78;1:52'26.7060;14.3097;4.0029;None;129
4;None;23;Уилл Дэвисон;None;Ford Mustang GT;78;1:52'33.4422;21.0459;6.7362;None;120
5;None;88;Джейми Уинкап;None;Holden Commodore ZB;78;1:52'36.5829;24.1866;3.1407;None;111
6;None;5;Ли Холдсуорт;None;Ford Mustang GT;78;1:52'37.1440;24.7477;0.5611;None;102
7;None;8;Ник Перкат;None;Holden Commodore ZB;78;1:52'45.4431;33.0468;8.2991;None;96
8;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;78;1:52'46.5636;34.1673;1.1205;None;90
9;None;12;Фабиан Култхард;None;Ford Mustang GT;78;1:52'47.4624;35.0661;0.8988;None;84
10;None;7;Андре Хаймгартнер;None;Ford Mustang GT;78;1:52'48.0464;35.6501;0.5840;None;78
11;None;18;Марк Винтерботтом;None;Holden Commodore ZB;78;1:52'58.9637;46.5674;10.9173;None;72
12;None;55;Джек ЛеБрок;None;Ford Mustang GT;78;1:53'03.6165;51.2202;4.6528;None;69
13;None;15;Рик Келли;None;Ford Mustang GT;78;1:53'07.7047;55.3084;4.0882;None;66
14;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;78;1:53'14.0636;1'01.6673;6.3589;None;63
15;None;19;Джеймс Кортни;None;Holden Commodore ZB;78;1:53'17.5370;1'05.1407;3.4734;None;60
16;None;34;Зейн Годдард;None;Holden Commodore ZB;77;1:52'19.2269;1 Lap;1 Lap;None;57
17;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;77;1:52'29.5047;1 Lap;10.2778;None;54
18;None;4;Джек Смит;None;Holden Commodore ZB;76;1:52'16.3194;2 Laps;1 Lap;None;51
19;None;3;Маколи Джонс;None;Holden Commodore ZB;75;1:52'24.5190;3 Laps;1 Lap;None;48
20;None;35;Гарри Джекобсон;None;Holden Commodore ZB;72;1:52'32.1769;6 Laps;3 Laps;None;45
None;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;74;1:46'53.2925;4 Laps;None;Сход;None
None;None;22;Крис Питер;None;Holden Commodore ZB;11;18'08.2418;67 Laps;63 Laps;Сход;None
None;None;20;Скотт Пай;None;Holden Commodore ZB;0;78 laps;None;None;Сход;None
None;None;99;Антон де Паскуале;None;Holden Commodore ZB;0;78 laps;None;None;Сход;None
