Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;6;1'28.0756;None;None;159.612
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'28.0876;0.0120;0.0120;159.591
3;17;Скотт Маклафлин;None;Ford Mustang GT;7;1'28.1404;0.0648;0.0528;159.495
4;12;Фабиан Култхард;None;Ford Mustang GT;7;1'28.5546;0.4790;0.4142;158.749
5;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'28.6164;0.5408;0.0618;158.638
6;8;Ник Перкат;None;Holden Commodore ZB;5;1'28.6452;0.5696;0.0288;158.587
7;25;Час Мостер;None;Holden Commodore ZB;5;1'28.6572;0.5816;0.0120;158.565
8;55;Джек ЛеБрок;None;Ford Mustang GT;7;1'28.8613;0.7857;0.2041;158.201
9;7;Андре Хаймгартнер;None;Ford Mustang GT;6;1'28.9541;0.8785;0.0928;158.036
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'28.9723;0.8967;0.0182;158.004
11;99;Антон де Паскуале;None;Holden Commodore ZB;4;1'28.9804;0.9048;0.0081;157.989
12;18;Марк Винтерботтом;None;Holden Commodore ZB;3;1'28.9817;0.9061;0.0013;157.987
13;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'28.9889;0.9133;0.0072;157.974
14;2;Брайс Фуллвуд;None;Holden Commodore ZB;5;1'29.0137;0.9381;0.0248;157.930
15;44;Джеймс Кортни;None;Ford Mustang GT;7;1'29.0318;0.9562;0.0181;157.898
16;15;Рик Келли;None;Ford Mustang GT;4;1'29.0404;0.9648;0.0086;157.883
17;20;Скотт Пай;None;Holden Commodore ZB;3;1'29.0580;0.9824;0.0176;157.852
18;14;Тодд Хазелвуд;None;Holden Commodore ZB;4;1'29.0819;1.0063;0.0239;157.809
19;3;Маколи Джонс;None;Holden Commodore ZB;4;1'29.1887;1.1131;0.1068;157.620
20;19;Алекс Дэвисон;None;Holden Commodore ZB;5;1'29.4806;1.4050;0.2919;157.106
21;22;Крис Питер;None;Holden Commodore ZB;4;1'29.5199;1.4443;0.0393;157.037
22;35;Гарри Джекобсон;None;Holden Commodore ZB;4;1'29.7979;1.7223;0.2780;156.551
23;34;Джейк Костеки;None;Holden Commodore ZB;4;1'30.1221;2.0465;0.3242;155.988
24;4;Джек Смит;None;Holden Commodore ZB;5;1'33.5673;5.4917;3.4452;150.244
