Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;2;1'27.9193;None;None;159.896
2;88;Джейми Уинкап;None;Holden Commodore ZB;4;1'28.0119;0.0926;0.0926;159.728
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'28.1237;0.2044;0.1118;159.525
4;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'28.4111;0.4918;0.2874;159.007
5;14;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'28.4413;0.5220;0.0302;158.952
6;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'28.4457;0.5264;0.0044;158.944
7;12;Фабиан Култхард;None;Ford Mustang GT;2;1'28.4645;0.5452;0.0188;158.911
8;8;Ник Перкат;None;Holden Commodore ZB;2;1'28.4962;0.5769;0.0317;158.854
9;9;Дэвид Рейнольдс;None;Holden Commodore ZB;4;1'28.5634;0.6441;0.0672;158.733
10;2;Брайс Фуллвуд;None;Holden Commodore ZB;2;1'28.6397;0.7204;0.0763;158.597
11;18;Марк Винтерботтом;None;Holden Commodore ZB;2;1'28.6589;0.7396;0.0192;158.562
12;55;Джек ЛеБрок;None;Ford Mustang GT;4;1'28.6758;0.7565;0.0169;158.532
13;7;Андре Хаймгартнер;None;Ford Mustang GT;2;1'28.6893;0.7700;0.0135;158.508
14;99;Антон де Паскуале;None;Holden Commodore ZB;2;1'28.7000;0.7807;0.0107;158.489
15;25;Час Мостер;None;Holden Commodore ZB;2;1'28.7382;0.8189;0.0382;158.421
16;20;Скотт Пай;None;Holden Commodore ZB;2;1'28.9009;0.9816;0.1627;158.131
17;15;Рик Келли;None;Ford Mustang GT;2;1'28.9102;0.9909;0.0093;158.114
18;44;Джеймс Кортни;None;Ford Mustang GT;5;1'29.0127;1.0934;0.1025;157.932
19;3;Маколи Джонс;None;Holden Commodore ZB;2;1'29.0316;1.1123;0.0189;157.898
20;19;Алекс Дэвисон;None;Holden Commodore ZB;2;1'29.1632;1.2439;0.1316;157.665
21;35;Гарри Джекобсон;None;Holden Commodore ZB;4;1'29.3290;1.4097;0.1658;157.373
22;34;Джейк Костеки;None;Holden Commodore ZB;5;1'29.3766;1.4573;0.0476;157.289
23;4;Джек Смит;None;Holden Commodore ZB;2;1'29.7805;1.8612;0.4039;156.581
24;22;Крис Питер;None;Holden Commodore ZB;3;8'44.8967;7'16.9774;7'15.1162;26.782
