Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;32;50'20.2678;None;None;None;100
2;None;5;Ли Холдсуорт;None;Ford Mustang GT;32;50'21.7874;1.5196;1.5196;None;92
3;None;88;Джейми Уинкап;None;Holden Commodore ZB;32;50'31.5185;11.2507;9.7311;None;86
4;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;32;50'44.6961;24.4283;13.1776;None;80
5;None;18;Марк Винтерботтом;None;Holden Commodore ZB;32;50'45.9151;25.6473;1.2190;None;74
6;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;32;50'46.7851;26.5173;0.8700;None;68
7;None;99;Антон де Паскуале;None;Holden Commodore ZB;32;50'47.2175;26.9497;0.4324;None;64
8;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;32;50'47.3966;27.1288;0.1791;None;60
9;None;8;Ник Перкат;None;Holden Commodore ZB;32;50'48.2649;27.9971;0.8683;None;56
10;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;32;50'49.0165;28.7487;0.7516;None;52
11;None;55;Джек ЛеБрок;None;Ford Mustang GT;32;50'52.1268;31.8590;3.1103;None;48
12;None;20;Скотт Пай;None;Holden Commodore ZB;32;50'55.9153;35.6475;3.7885;None;46
13;None;6;Кэмерон Уотерс;None;Ford Mustang GT;32;50'57.1273;36.8595;1.2120;None;44
14;None;44;Джеймс Кортни;None;Ford Mustang GT;32;50'57.7296;37.4618;0.6023;None;42
15;None;7;Андре Хаймгартнер;None;Ford Mustang GT;32;51'00.8904;40.6226;3.1608;None;40
16;None;25;Час Мостер;None;Holden Commodore ZB;32;51'04.0223;43.7545;3.1319;None;38
17;None;15;Рик Келли;None;Ford Mustang GT;32;51'06.9250;46.6572;2.9027;None;36
18;None;4;Джек Смит;None;Holden Commodore ZB;32;51'07.2831;47.0153;0.3581;None;34
19;None;35;Гарри Джекобсон;None;Holden Commodore ZB;32;51'08.3303;48.0625;1.0472;None;32
20;None;3;Маколи Джонс;None;Holden Commodore ZB;32;51'09.6675;49.3997;1.3372;None;30
21;None;19;Алекс Дэвисон;None;Holden Commodore ZB;32;51'10.0970;49.8292;0.4295;None;28
22;None;34;Джейк Костеки;None;Holden Commodore ZB;32;51'10.8640;50.5962;0.7670;None;26
23;None;22;Крис Питер;None;Holden Commodore ZB;32;51'37.6505;1'17.3827;26.7865;None;24
None;None;12;Фабиан Култхард;None;Ford Mustang GT;31;49'25.2874;1 Lap;1 Lap;None;None
