Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;2;Брайс Фуллвуд;None;Holden Commodore ZB;18;1'30.7251;None;None;154.951
2;5;Ли Холдсуорт;None;Ford Mustang GT;21;1'30.9165;0.1914;0.1914;154.625
3;99;Антон де Паскуале;None;Holden Commodore ZB;18;1'30.9756;0.2505;0.0591;154.524
4;4;Джек Смит;None;Holden Commodore ZB;16;1'31.2572;0.5321;0.2816;154.048
5;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'31.2791;0.5540;0.0219;154.011
6;34;Джейк Костеки;None;Holden Commodore ZB;15;1'31.3255;0.6004;0.0464;153.932
7;15;Рик Келли;None;Ford Mustang GT;13;1'31.3312;0.6061;0.0057;153.923
8;44;Джеймс Кортни;None;Ford Mustang GT;10;1'31.4835;0.7584;0.1523;153.667
9;20;Скотт Пай;None;Holden Commodore ZB;13;1'31.5222;0.7971;0.0387;153.602
10;55;Джек ЛеБрок;None;Ford Mustang GT;16;1'31.5995;0.8744;0.0773;153.472
11;35;Гарри Джекобсон;None;Holden Commodore ZB;14;1'31.6204;0.8953;0.0209;153.437
12;3;Маколи Джонс;None;Holden Commodore ZB;15;1'31.6947;0.9696;0.0743;153.313
13;19;Алекс Дэвисон;None;Holden Commodore ZB;19;1'31.7682;1.0431;0.0735;153.190
14;17;Скотт Маклафлин;None;Ford Mustang GT;18;1'31.8902;1.1651;0.1220;152.986
15;8;Ник Перкат;None;Holden Commodore ZB;16;1'31.9151;1.1900;0.0249;152.945
16;9;Дэвид Рейнольдс;None;Holden Commodore ZB;13;1'31.9802;1.2551;0.0651;152.837
17;97;Шейн ван Гисберген;None;Holden Commodore ZB;16;1'32.1186;1.3935;0.1384;152.607
18;18;Марк Винтерботтом;None;Holden Commodore ZB;13;1'32.1690;1.4439;0.0504;152.524
19;14;Тодд Хазелвуд;None;Holden Commodore ZB;18;1'32.3363;1.6112;0.1673;152.247
20;12;Фабиан Култхард;None;Ford Mustang GT;15;1'32.4064;1.6813;0.0701;152.132
21;22;Крис Питер;None;Holden Commodore ZB;15;1'32.4417;1.7166;0.0353;152.074
22;25;Час Мостер;None;Holden Commodore ZB;14;1'32.4692;1.7441;0.0275;152.028
23;7;Андре Хаймгартнер;None;Ford Mustang GT;2;1'32.5601;1.8350;0.0909;151.879
24;88;Джейми Уинкап;None;Holden Commodore ZB;19;1'32.7972;2.0721;0.2371;151.491
