Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;23;Майкл Карузо;None;Nissan Altima;18;1'28.8603;None;None;158.203
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;11;1'29.1059;0.2456;0.2456;157.767
3;14;Тим Слейд;None;Holden Commodore VF;17;1'29.3265;0.4662;0.2206;157.377
4;12;Фабиан Култхард;None;Ford Falcon FG/X;14;1'29.3489;0.4886;0.0224;157.338
5;5;Марк Винтерботтом;None;Ford Falcon FG-X;14;1'29.4132;0.5529;0.0643;157.225
6;888;Крэг Лаундес;None;Holden Commodore VF;14;1'29.4724;0.6121;0.0592;157.121
7;6;Кэмерон Уотерс;None;Ford Falcon FG-X;14;1'29.5089;0.6486;0.0365;157.057
8;97;Шейн ван Гисберген;None;Holden Commodore VF;18;1'29.5275;0.6672;0.0186;157.024
9;95;Уилл Дэвисон;None;Holden Commodore VF;19;1'29.5728;0.7125;0.0453;156.944
10;9;Дэвид Рейнольдс;None;Holden Commodore VF;12;1'29.6023;0.7420;0.0295;156.893
11;8;Ник Перкат;None;Holden Commodore VF;17;1'29.6270;0.7667;0.0247;156.850
12;21;Тим Бланкард;None;Holden Commodore VF;11;1'29.6491;0.7888;0.0221;156.811
13;15;Рик Келли;None;Nissan Altima;16;1'29.6906;0.8303;0.0415;156.738
14;88;Джейми Уинкап;None;Holden Commodore VF;14;1'29.7698;0.9095;0.0792;156.600
15;33;Гарт Тандер;None;Holden Commodore VF;17;1'29.8255;0.9652;0.0557;156.503
16;55;Час Мостер;None;Ford Falcon FG-X;16;1'29.8456;0.9853;0.0201;156.468
17;56;Джейсон Брайт;None;Ford Falcon FG-X;15;1'29.9001;1.0398;0.0545;156.373
18;22;Джеймс Кортни;None;Holden Commodore VF;14;1'29.9297;1.0694;0.0296;156.322
19;2;Скотт Пай;None;Holden Commodore VF;16;1'29.9770;1.1167;0.0473;156.239
20;34;Джеймс Моффат;None;Holden Commodore VF;18;1'29.9951;1.1348;0.0181;156.208
21;7;Тодд Келли;None;Nissan Altima;9;1'30.0772;1.2169;0.0821;156.066
22;3;Алекс Дэвисон;None;Holden Commodore VF;12;1'30.3313;1.4710;0.2541;155.627
23;18;Ли Холдсуорт;None;Holden Commodore VF;15;1'30.3366;1.4763;0.0053;155.617
24;62;Алекс Рулло;None;Holden Commodore VF;16;1'30.3825;1.5222;0.0459;155.538
25;99;Дейл Вуд;None;Holden Commodore VF;13;1'30.6199;1.7596;0.2374;155.131
26;78;Симона де Сильвестро;None;Nissan Altima;16;1'30.7750;1.9147;0.1551;154.866
