Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;12;Фабиан Култхард;None;Ford Falcon FG/X;31;49'29.1700;None;None;None;150
2;None;55;Час Мостер;None;Ford Falcon FG-X;31;49'33.1536;3.9836;3.9836;None;138
3;None;88;Джейми Уинкап;None;Holden Commodore VF;31;49'36.6176;7.4476;3.4640;None;129
4;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;31;49'37.9522;8.7822;1.3346;None;120
5;None;2;Скотт Пай;None;Holden Commodore VF;31;49'38.4942;9.3242;0.5420;None;111
6;None;23;Майкл Карузо;None;Nissan Altima;31;49'39.3571;10.1871;0.8629;None;102
7;None;888;Крэг Лаундес;None;Holden Commodore VF;31;49'39.5511;10.3811;0.1940;None;96
8;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;31;49'46.2085;17.0385;6.6574;None;90
9;None;33;Гарт Тандер;None;Holden Commodore VF;31;49'46.6264;17.4564;0.4179;None;84
10;None;21;Тим Бланкард;None;Holden Commodore VF;31;49'48.2483;19.0783;1.6219;None;78
11;None;15;Рик Келли;None;Nissan Altima;31;49'48.5493;19.3793;0.3010;None;72
12;None;95;Уилл Дэвисон;None;Holden Commodore VF;31;49'50.6579;21.4879;2.1086;None;69
13;None;56;Джейсон Брайт;None;Ford Falcon FG-X;31;49'51.1026;21.9326;0.4447;None;66
None;excl;34;Джеймс Моффат;None;Holden Commodore VF;31;49'53.0399;23.8699;1.9373;None;None
14;None;22;Джеймс Кортни;None;Holden Commodore VF;31;49'54.4468;25.2768;1.4069;None;63
15;None;18;Ли Холдсуорт;None;Holden Commodore VF;31;49'54.9097;25.7397;0.4629;None;60
16;None;99;Дейл Вуд;None;Holden Commodore VF;31;49'55.2755;26.1055;0.3658;None;57
17;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;31;49'56.3901;27.2201;1.1146;None;54
18;None;14;Тим Слейд;None;Holden Commodore VF;31;49'56.7073;27.5373;0.3172;None;51
19;None;78;Симона де Сильвестро;None;Nissan Altima;31;49'57.2764;28.1064;0.5691;None;48
20;None;3;Алекс Дэвисон;None;Holden Commodore VF;31;49'59.0594;29.8894;1.7830;None;45
21;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;31;50'05.6282;36.4582;6.5688;None;42
22;None;62;Алекс Рулло;None;Holden Commodore VF;31;50'10.4728;41.3028;4.8446;None;39
23;None;97;Шейн ван Гисберген;None;Holden Commodore VF;31;50'24.3330;55.1630;13.8602;None;36
24;None;8;Ник Перкат;None;Holden Commodore VF;31;50'58.3811;1'29.2111;34.0481;None;33
25;None;7;Тодд Келли;None;Nissan Altima;30;50'44.1413;1 Lap;1 Lap;None;30
