Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Falcon FG-X;3;1'30.1577;None;None;155.926
2;12;Фабиан Култхард;None;Ford Falcon FG/X;37;1'30.2597;0.1020;0.1020;155.750
3;88;Джейми Уинкап;None;Holden Commodore VF;2;1'30.2901;0.1324;0.0304;155.698
4;17;Скотт Маклафлин;None;Ford Falcon FG-X;15;1'30.3837;0.2260;0.0936;155.536
5;8;Ник Перкат;None;Holden Commodore VF;2;1'30.5689;0.4112;0.1852;155.218
6;888;Крэг Лаундес;None;Holden Commodore VF;6;1'30.7457;0.5880;0.1768;154.916
7;34;Джеймс Моффат;None;Holden Commodore VF;35;1'30.7860;0.6283;0.0403;154.847
8;97;Шейн ван Гисберген;None;Holden Commodore VF;15;1'30.8043;0.6466;0.0183;154.816
9;5;Марк Винтерботтом;None;Ford Falcon FG-X;2;1'30.8596;0.7019;0.0553;154.722
10;9;Дэвид Рейнольдс;None;Holden Commodore VF;2;1'30.8639;0.7062;0.0043;154.714
11;95;Уилл Дэвисон;None;Holden Commodore VF;33;1'30.8653;0.7076;0.0014;154.712
12;23;Майкл Карузо;None;Nissan Altima;2;1'30.8940;0.7363;0.0287;154.663
13;22;Джеймс Кортни;None;Holden Commodore VF;11;1'31.0471;0.8894;0.1531;154.403
14;21;Тим Бланкард;None;Holden Commodore VF;31;1'31.1142;0.9565;0.0671;154.289
15;18;Ли Холдсуорт;None;Holden Commodore VF;30;1'31.1179;0.9602;0.0037;154.283
16;14;Тим Слейд;None;Holden Commodore VF;3;1'31.2144;1.0567;0.0965;154.120
17;56;Джейсон Брайт;None;Ford Falcon FG-X;3;1'31.2649;1.1072;0.0505;154.035
18;99;Дейл Вуд;None;Holden Commodore VF;36;1'31.2745;1.1168;0.0096;154.018
19;33;Гарт Тандер;None;Holden Commodore VF;31;1'31.2961;1.1384;0.0216;153.982
20;78;Симона де Сильвестро;None;Nissan Altima;30;1'31.3377;1.1800;0.0416;153.912
21;3;Алекс Дэвисон;None;Holden Commodore VF;37;1'31.3490;1.1913;0.0113;153.893
22;2;Скотт Пай;None;Holden Commodore VF;32;1'31.4970;1.3393;0.1480;153.644
23;15;Рик Келли;None;Nissan Altima;2;1'31.5105;1.3528;0.0135;153.621
24;7;Тодд Келли;None;Nissan Altima;35;1'31.5837;1.4260;0.0732;153.498
25;6;Кэмерон Уотерс;None;Ford Falcon FG-X;2;1'31.7411;1.5834;0.1574;153.235
26;62;Алекс Рулло;None;Holden Commodore VF;4;1'32.4704;2.3127;0.7293;152.027
