Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;8;Ник Перкат;None;Holden Commodore VF;15;1'30.5482;None;None;155.254
2;95;Уилл Дэвисон;None;Holden Commodore VF;12;1'30.5487;0.0005;0.0005;155.253
3;12;Фабиан Култхард;None;Ford Falcon FG/X;2;1'30.6083;0.0601;0.0596;155.151
4;17;Скотт Маклафлин;None;Ford Falcon FG-X;12;1'30.6414;0.0932;0.0331;155.094
5;97;Шейн ван Гисберген;None;Holden Commodore VF;13;1'30.6482;0.1000;0.0068;155.083
6;88;Джейми Уинкап;None;Holden Commodore VF;2;1'30.7298;0.1816;0.0816;154.943
7;5;Марк Винтерботтом;None;Ford Falcon FG-X;2;1'30.7745;0.2263;0.0447;154.867
8;14;Тим Слейд;None;Holden Commodore VF;2;1'30.8408;0.2926;0.0663;154.754
9;21;Тим Бланкард;None;Holden Commodore VF;3;1'30.9745;0.4263;0.1337;154.526
10;9;Дэвид Рейнольдс;None;Holden Commodore VF;14;1'31.0743;0.5261;0.0998;154.357
11;55;Час Мостер;None;Ford Falcon FG-X;18;1'31.1646;0.6164;0.0903;154.204
12;888;Крэг Лаундес;None;Holden Commodore VF;3;1'31.2458;0.6976;0.0812;154.067
13;34;Джеймс Моффат;None;Holden Commodore VF;3;1'31.2653;0.7171;0.0195;154.034
14;23;Майкл Карузо;None;Nissan Altima;18;1'31.2810;0.7328;0.0157;154.007
15;56;Джейсон Брайт;None;Ford Falcon FG-X;15;1'31.2898;0.7416;0.0088;153.993
16;3;Алекс Дэвисон;None;Holden Commodore VF;17;1'31.3117;0.7635;0.0219;153.956
17;2;Скотт Пай;None;Holden Commodore VF;5;1'31.3589;0.8107;0.0472;153.876
18;22;Джеймс Кортни;None;Holden Commodore VF;11;1'31.3676;0.8194;0.0087;153.861
19;62;Алекс Рулло;None;Holden Commodore VF;15;1'31.5243;0.9761;0.1567;153.598
20;7;Тодд Келли;None;Nissan Altima;4;1'31.5540;1.0058;0.0297;153.548
21;6;Кэмерон Уотерс;None;Ford Falcon FG-X;3;1'31.6011;1.0529;0.0471;153.469
22;33;Гарт Тандер;None;Holden Commodore VF;3;1'31.6646;1.1164;0.0635;153.363
23;15;Рик Келли;None;Nissan Altima;3;1'31.7459;1.1977;0.0813;153.227
24;18;Ли Холдсуорт;None;Holden Commodore VF;3;1'31.7797;1.2315;0.0338;153.171
25;99;Дейл Вуд;None;Holden Commodore VF;4;1'32.0802;1.5320;0.3005;152.671
26;78;Симона де Сильвестро;None;Nissan Altima;4;1'32.1576;1.6094;0.0774;152.543
