Позиция;#;Гонщик;None;Машина;Время;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1'12.1059;142.789
2;55;Час Мостер;None;Ford Mustang GT;1'12.2188;142.566
3;17;Скотт Маклафлин;None;Ford Mustang GT;1'12.3015;142.403
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;1'12.3238;142.359
5;23;Уилл Дэвисон;None;Ford Mustang GT;1'12.3341;142.339
6;88;Джейми Уинкап;None;Holden Commodore ZB;1'12.3763;142.256
7;5;Ли Холдсуорт;None;Ford Mustang GT;1'12.4041;142.201
8;7;Андре Хаймгартнер;None;Nissan Altima;1'12.5082;141.997
9;6;Кэмерон Уотерс;None;Ford Mustang GT;1'12.5283;141.958
10;18;Марк Винтерботтом;None;Holden Commodore ZB;1'12.5455;141.924
11;8;Ник Перкат;None;Holden Commodore ZB;1'12.5519;141.912
12;99;Антон де Паскуале;None;Holden Commodore ZB;1'12.5539;141.908
13;333;Фабиан Култхард;None;Ford Mustang GT;1'12.5761;141.864
14;35;Тодд Хазелвуд;None;Holden Commodore ZB;1'12.7141;141.595
15;100;Рик Келли;None;Nissan Altima;1'12.7611;141.504
16;14;Тим Слейд;None;Holden Commodore ZB;1'12.7749;141.477
17;22;Джеймс Кортни;None;Holden Commodore ZB;1'12.7880;141.451
18;78;Симона де Сильвестро;None;Nissan Altima;1'12.9137;141.208
19;2;Скотт Пай;None;Holden Commodore ZB;1'12.9355;141.165
20;3;Гарри Джекобсон;None;Nissan Altima;1'12.9576;141.123
21;19;Джек ЛеБрок;None;Holden Commodore ZB;1'13.0177;141.006
22;34;Джеймс Голдинг;None;Holden Commodore ZB;1'13.0494;140.945
23;21;Маколи Джонс;None;Holden Commodore ZB;1'13.1259;140.798
24;33;Майкл Карузо;None;Holden Commodore ZB;1'13.3252;140.415
