Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'12.1059;None;None;142.789
2;55;Час Мостер;None;Ford Mustang GT;9;1'12.2188;0.1129;0.1129;142.566
3;17;Скотт Маклафлин;None;Ford Mustang GT;8;1'12.3015;0.1956;0.0827;142.403
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'12.3238;0.2179;0.0223;142.359
5;23;Уилл Дэвисон;None;Ford Mustang GT;8;1'12.3341;0.2282;0.0103;142.339
6;88;Джейми Уинкап;None;Holden Commodore ZB;9;1'12.3763;0.2704;0.0422;142.256
7;5;Ли Холдсуорт;None;Ford Mustang GT;9;1'12.4041;0.2982;0.0278;142.201
8;7;Андре Хаймгартнер;None;Nissan Altima;11;1'12.5082;0.4023;0.1041;141.997
9;6;Кэмерон Уотерс;None;Ford Mustang GT;8;1'12.5283;0.4224;0.0201;141.958
10;18;Марк Винтерботтом;None;Holden Commodore ZB;9;1'12.5455;0.4396;0.0172;141.924
11;8;Ник Перкат;None;Holden Commodore ZB;8;1'12.5519;0.4460;0.0064;141.912
12;99;Антон де Паскуале;None;Holden Commodore ZB;8;1'12.5539;0.4480;0.0020;141.908
13;333;Фабиан Култхард;None;Ford Mustang GT;8;1'12.5761;0.4702;0.0222;141.864
14;35;Тодд Хазелвуд;None;Holden Commodore ZB;8;1'12.7141;0.6082;0.1380;141.595
15;100;Рик Келли;None;Nissan Altima;8;1'12.7611;0.6552;0.0470;141.504
16;14;Тим Слейд;None;Holden Commodore ZB;8;1'12.7749;0.6690;0.0138;141.477
17;22;Джеймс Кортни;None;Holden Commodore ZB;10;1'12.7880;0.6821;0.0131;141.451
18;78;Симона де Сильвестро;None;Nissan Altima;11;1'12.9137;0.8078;0.1257;141.208
19;2;Скотт Пай;None;Holden Commodore ZB;9;1'12.9355;0.8296;0.0218;141.165
20;3;Гарри Джекобсон;None;Nissan Altima;8;1'12.9576;0.8517;0.0221;141.123
21;19;Джек ЛеБрок;None;Holden Commodore ZB;9;1'13.0177;0.9118;0.0601;141.006
22;34;Джеймс Голдинг;None;Holden Commodore ZB;8;1'13.0494;0.9435;0.0317;140.945
23;21;Маколи Джонс;None;Holden Commodore ZB;9;1'13.1259;1.0200;0.0765;140.798
24;33;Майкл Карузо;None;Holden Commodore ZB;8;1'13.3252;1.2193;0.1993;140.415
