Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'12.4869;None;None;142.039
2;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'12.5027;0.0158;0.0158;142.008
3;9;Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'12.6240;0.1371;0.1213;141.771
4;35;Тодд Хазелвуд;None;Holden Commodore ZB;1;1'12.7604;0.2735;0.1364;141.505
5;333;Фабиан Култхард;None;Ford Mustang GT;1;1'12.8599;0.3730;0.0995;141.312
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'12.8790;0.3921;0.0191;141.275
7;99;Антон де Паскуале;None;Holden Commodore ZB;1;1'12.9107;0.4238;0.0317;141.213
8;5;Ли Холдсуорт;None;Ford Mustang GT;1;1'12.9372;0.4503;0.0265;141.162
9;14;Тим Слейд;None;Holden Commodore ZB;1;1'13.1209;0.6340;0.1837;140.807
10;22;Джеймс Кортни;None;Holden Commodore ZB;1;1'13.2260;0.7391;0.1051;140.605
