Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Mustang GT;70;1:28'55.7924;None;None;None;150
2;None;88;Джейми Уинкап;None;Holden Commodore ZB;70;1:29'00.4948;4.7024;4.7024;None;138
3;None;55;Час Мостер;None;Ford Mustang GT;70;1:29'03.1495;7.3571;2.6547;None;129
4;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;70;1:29'05.8451;10.0527;2.6956;None;120
5;None;333;Фабиан Култхард;None;Ford Mustang GT;70;1:29'06.4900;10.6976;0.6449;None;111
6;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;70;1:29'13.3284;17.5360;6.8384;None;102
7;None;23;Уилл Дэвисон;None;Ford Mustang GT;70;1:29'19.9319;24.1395;6.6035;None;96
8;None;8;Ник Перкат;None;Holden Commodore ZB;70;1:29'23.2830;27.4906;3.3511;None;90
9;None;18;Марк Винтерботтом;None;Holden Commodore ZB;70;1:29'38.6904;42.8980;15.4074;None;84
10;None;5;Ли Холдсуорт;None;Ford Mustang GT;70;1:29'39.4309;43.6385;0.7405;None;78
11;None;99;Антон де Паскуале;None;Holden Commodore ZB;70;1:29'44.1756;48.3832;4.7447;None;72
12;None;7;Андре Хаймгартнер;None;Nissan Altima;70;1:29'47.6467;51.8543;3.4711;None;69
13;None;22;Джеймс Кортни;None;Holden Commodore ZB;70;1:29'49.0411;53.2487;1.3944;None;66
14;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;70;1:29'57.9232;1'02.1308;8.8821;None;63
15;None;34;Джеймс Голдинг;None;Holden Commodore ZB;70;1:29'58.6730;1'02.8806;0.7498;None;60
16;None;14;Тим Слейд;None;Holden Commodore ZB;70;1:29'59.9909;1'04.1985;1.3179;None;57
17;None;100;Рик Келли;None;Nissan Altima;70;1:30'00.5586;1'04.7662;0.5677;None;54
18;None;21;Маколи Джонс;None;Holden Commodore ZB;70;1:30'04.1018;1'08.3094;3.5432;None;51
19;None;78;Симона де Сильвестро;None;Nissan Altima;69;1:28'57.7037;1 Lap;1 Lap;None;48
20;None;2;Скотт Пай;None;Holden Commodore ZB;69;1:29'02.1256;1 Lap;4.4219;None;45
21;None;6;Кэмерон Уотерс;None;Ford Mustang GT;69;1:29'03.6491;1 Lap;1.5235;None;42
22;None;33;Майкл Карузо;None;Holden Commodore ZB;69;1:29'07.6667;1 Lap;4.0176;None;39
23;None;19;Джек ЛеБрок;None;Holden Commodore ZB;69;1:29'11.5946;1 Lap;3.9279;None;36
24;None;3;Гарри Джекобсон;None;Nissan Altima;69;1:29'16.8293;1 Lap;5.2347;None;33
