Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;64;1:37'33.2942;None;None;None;150
2;None;333;Фабиан Култхард;None;Ford Mustang GT;64;1:37'34.0784;0.7842;0.7842;None;138
3;None;6;Кэмерон Уотерс;None;Ford Mustang GT;64;1:37'34.7384;1.4442;0.6600;None;129
4;None;99;Антон де Паскуале;None;Holden Commodore ZB;64;1:37'35.3391;2.0449;0.6007;None;120
5;None;55;Час Мостер;None;Ford Mustang GT;64;1:37'36.1045;2.8103;0.7654;None;111
6;None;100;Рик Келли;None;Nissan Altima;64;1:37'37.5622;4.2680;1.4577;None;102
7;None;34;Джеймс Голдинг;None;Holden Commodore ZB;64;1:37'37.9763;4.6821;0.4141;None;96
8;None;5;Ли Холдсуорт;None;Ford Mustang GT;64;1:37'38.6355;5.3413;0.6592;None;90
9;None;33;Майкл Карузо;None;Holden Commodore ZB;64;1:37'40.5281;7.2339;1.8926;None;84
10;None;78;Симона де Сильвестро;None;Nissan Altima;64;1:37'42.7599;9.4657;2.2318;None;78
11;None;17;Скотт Маклафлин;None;Ford Mustang GT;64;1:37'43.5358;10.2416;0.7759;None;72
12;None;14;Тим Слейд;None;Holden Commodore ZB;64;1:37'57.5545;24.2603;14.0187;None;69
13;None;22;Джеймс Кортни;None;Holden Commodore ZB;63;1:37'36.7124;1 Lap;1 Lap;None;66
14;None;19;Джек ЛеБрок;None;Holden Commodore ZB;63;1:37'40.3533;1 Lap;3.6409;None;63
15;None;2;Скотт Пай;None;Holden Commodore ZB;63;1:37'44.7924;1 Lap;4.4391;None;60
16;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;63;1:37'47.1332;1 Lap;2.3408;None;57
17;None;21;Маколи Джонс;None;Holden Commodore ZB;63;1:37'49.9174;1 Lap;2.7842;None;54
18;None;7;Андре Хаймгартнер;None;Nissan Altima;63;1:37'56.7466;1 Lap;6.8292;None;51
19;None;8;Ник Перкат;None;Holden Commodore ZB;63;1:38'08.6979;1 Lap;11.9513;None;48
20;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;60;1:37'46.0743;4 Laps;3 Laps;None;45
21;None;23;Уилл Дэвисон;None;Ford Mustang GT;51;1:37'49.3180;13 Laps;9 Laps;None;42
None;None;3;Гарри Джекобсон;None;Nissan Altima;59;1:28'18.0749;5 Laps;None;Сход;None
None;None;18;Марк Винтерботтом;None;Holden Commodore ZB;47;1:37'51.3585;17 Laps;12 Laps;Сход;None
None;None;88;Джейми Уинкап;None;Holden Commodore ZB;18;24'21.7870;46 Laps;29 Laps;Сход;None
