Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;5;Ли Холдсуорт;None;Ford Mustang GT;15;1'12.6772;None;None;141.667
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;14;1'12.6904;0.0132;0.0132;141.641
3;17;Скотт Маклафлин;None;Ford Mustang GT;16;1'12.6974;0.0202;0.0070;141.628
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'12.7544;0.0772;0.0570;141.517
5;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'12.8589;0.1817;0.1045;141.314
6;99;Антон де Паскуале;None;Holden Commodore ZB;11;1'12.8967;0.2195;0.0378;141.240
7;18;Марк Винтерботтом;None;Holden Commodore ZB;14;1'12.9118;0.2346;0.0151;141.211
8;333;Фабиан Култхард;None;Ford Mustang GT;14;1'13.0246;0.3474;0.1128;140.993
9;2;Скотт Пай;None;Holden Commodore ZB;16;1'13.0300;0.3528;0.0054;140.983
10;14;Тим Слейд;None;Holden Commodore ZB;13;1'13.0537;0.3765;0.0237;140.937
11;23;Уилл Дэвисон;None;Ford Mustang GT;13;1'13.1170;0.4398;0.0633;140.815
12;22;Джеймс Кортни;None;Holden Commodore ZB;12;1'13.1853;0.5081;0.0683;140.683
13;100;Рик Келли;None;Nissan Altima;13;1'13.1855;0.5083;0.0002;140.683
14;55;Час Мостер;None;Ford Mustang GT;10;1'13.2353;0.5581;0.0498;140.587
15;8;Ник Перкат;None;Holden Commodore ZB;16;1'13.2418;0.5646;0.0065;140.575
16;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'13.2856;0.6084;0.0438;140.491
17;7;Андре Хаймгартнер;None;Nissan Altima;17;1'13.3514;0.6742;0.0658;140.365
18;35;Тодд Хазелвуд;None;Holden Commodore ZB;14;1'13.4554;0.7782;0.1040;140.166
19;19;Джек ЛеБрок;None;Holden Commodore ZB;15;1'13.4659;0.7887;0.0105;140.146
20;3;Гарри Джекобсон;None;Nissan Altima;12;1'13.8820;1.2048;0.4161;139.357
21;33;Майкл Карузо;None;Holden Commodore ZB;12;1'13.8963;1.2191;0.0143;139.330
22;34;Джеймс Голдинг;None;Holden Commodore ZB;10;1'13.9188;1.2416;0.0225;139.287
23;78;Симона де Сильвестро;None;Nissan Altima;15;1'13.9365;1.2593;0.0177;139.254
24;21;Маколи Джонс;None;Holden Commodore ZB;10;1'14.0926;1.4154;0.1561;138.961
