Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;77;1'11.4604;None;None;149.117
2;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;63;1'11.5947;0.1343;0.1343;148.837
3;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;75;1'11.6309;0.1705;0.0362;148.762
4;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;73;1'11.6827;0.2223;0.0518;148.655
5;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;42;1'11.7611;0.3007;0.0784;148.492
6;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;40;1'11.8056;0.3452;0.0445;148.400
7;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;74;1'11.8495;0.3891;0.0439;148.310
8;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;66;1'11.8684;0.4080;0.0189;148.271
9;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;66;1'11.8878;0.4274;0.0194;148.230
10;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;68;1'11.9190;0.4586;0.0312;148.166
11;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;66;1'11.9337;0.4733;0.0147;148.136
12;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;69;1'12.0024;0.5420;0.0687;147.995
13;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;65;1'12.0066;0.5462;0.0042;147.986
14;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;63;1'12.0484;0.5880;0.0418;147.900
15;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;40;1'12.0948;0.6344;0.0464;147.805
16;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;75;1'12.1035;0.6431;0.0087;147.787
17;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;56;1'12.1084;0.6480;0.0049;147.777
18;15;Рик Келли Дэвид Уолл;None;Nissan Altima;68;1'12.2035;0.7431;0.0951;147.582
19;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;63;1'12.2469;0.7865;0.0434;147.494
20;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;74;1'12.3600;0.8996;0.1131;147.263
21;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;68;1'12.6056;1.1452;0.2456;146.765
22;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;68;1'12.6197;1.1593;0.0141;146.737
23;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;42;1'12.6549;1.1945;0.0352;146.665
24;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;9;1'12.9023;1.4419;0.2474;146.168
25;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;6;1'13.0192;1.5588;0.1169;145.934
26;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;7;1'13.5627;2.1023;0.5435;144.856
