Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;15;1'09.9179;None;None;152.407
2;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;17;1'10.1037;0.1858;0.1858;152.003
3;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;17;1'10.3301;0.4122;0.2264;151.514
4;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;16;1'10.3536;0.4357;0.0235;151.463
5;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;15;1'10.3588;0.4409;0.0052;151.452
6;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;21;1'10.5337;0.6158;0.1749;151.076
7;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;14;1'10.5554;0.6375;0.0217;151.030
8;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;14;1'10.5676;0.6497;0.0122;151.004
9;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;16;1'10.6728;0.7549;0.1052;150.779
10;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;15;1'10.6817;0.7638;0.0089;150.760
11;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;16;1'10.6836;0.7657;0.0019;150.756
12;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;17;1'10.7624;0.8445;0.0788;150.588
13;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;16;1'10.7708;0.8529;0.0084;150.570
14;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;17;1'10.7817;0.8638;0.0109;150.547
15;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;17;1'10.9151;0.9972;0.1334;150.264
16;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;16;1'10.9460;1.0281;0.0309;150.198
17;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;19;1'10.9650;1.0471;0.0190;150.158
18;15;Рик Келли Дэвид Уолл;None;Nissan Altima;16;1'11.0075;1.0896;0.0425;150.068
19;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;12;1'11.1074;1.1895;0.0999;149.857
20;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;17;1'11.2205;1.3026;0.1131;149.619
21;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;20;1'11.4495;1.5316;0.2290;149.140
22;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;17;1'11.4860;1.5681;0.0365;149.064
23;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;17;1'11.5324;1.6145;0.0464;148.967
24;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;12;1'11.6767;1.7588;0.1443;148.667
25;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;17;1'11.8944;1.9765;0.2177;148.217
26;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;18;1'12.5076;2.5897;0.6132;146.963
