Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;94;2:18'28.8454;None;None;None;150
2;None;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;94;2:18'31.3371;2.4917;2.4917;None;138
3;None;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;94;2:18'34.3845;5.5391;3.0474;None;129
4;None;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;94;2:18'35.8495;7.0041;1.4650;None;120
5;None;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;94;2:18'50.1167;21.2713;14.2672;None;111
6;None;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;94;2:18'55.7319;26.8865;5.6152;None;102
7;None;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;94;2:18'57.1129;28.2675;1.3810;None;96
8;None;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;94;2:19'12.2114;43.3660;15.0985;None;90
9;None;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;94;2:19'16.3955;47.5501;4.1841;None;84
10;None;15;Рик Келли Дэвид Уолл;None;Nissan Altima;94;2:19'17.6218;48.7764;1.2263;None;78
11;None;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;94;2:19'17.9917;49.1463;0.3699;None;72
12;None;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;94;2:19'18.8935;50.0481;0.9018;None;69
13;None;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;94;2:19'20.1671;51.3217;1.2736;None;66
14;None;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;94;2:19'20.5573;51.7119;0.3902;None;63
15;None;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;94;2:19'29.1643;1'00.3189;8.6070;None;60
16;None;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;94;2:19'29.1736;1'00.3282;0.0093;None;57
17;None;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;94;2:19'29.5120;1'00.6666;0.3384;None;54
18;None;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;94;2:19'31.5112;1'02.6658;1.9992;None;51
19;None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;94;2:19'31.7731;1'02.9277;0.2619;None;48
20;None;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;94;2:19'34.4089;1'05.5635;2.6358;None;45
21;None;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;94;2:19'42.9907;1'14.1453;8.5818;None;42
22;None;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;94;2:19'58.3916;1'29.5462;15.4009;None;39
23;None;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;92;2:19'27.4290;2 Laps;2 Laps;None;36
None;None;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;58;1:25'49.2421;36 Laps;34 Laps;Сход;None
None;None;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;48;1:11'36.3546;46 Laps;10 Laps;Сход;None
None;None;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;45;1:05'34.5851;49 Laps;3 Laps;Сход;None
