Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;11;1'10.3700;None;None;151.428
2;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;12;1'10.4706;0.1006;0.1006;151.211
3;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;11;1'10.4783;0.1083;0.0077;151.195
4;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;11;1'10.5083;0.1383;0.0300;151.131
5;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;11;1'10.5826;0.2126;0.0743;150.972
6;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;12;1'10.7245;0.3545;0.1419;150.669
7;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;10;1'10.7985;0.4285;0.0740;150.511
8;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;11;1'10.9128;0.5428;0.1143;150.269
9;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;11;1'10.9260;0.5560;0.0132;150.241
10;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;10;1'10.9451;0.5751;0.0191;150.200
11;15;Рик Келли Дэвид Уолл;None;Nissan Altima;12;1'11.0627;0.6927;0.1176;149.952
12;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;10;1'11.1643;0.7943;0.1016;149.738
13;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;12;1'11.1818;0.8118;0.0175;149.701
14;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;10;1'11.1837;0.8137;0.0019;149.697
15;7;Тодд Келли Джек ЛеБрок;None;Nissan Altima;11;1'11.2065;0.8365;0.0228;149.649
16;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;13;1'11.2510;0.8810;0.0445;149.555
17;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;10;1'11.2731;0.9031;0.0221;149.509
18;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;12;1'11.2963;0.9263;0.0232;149.460
19;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;11;1'11.4149;1.0449;0.1186;149.212
20;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;7;1'11.4273;1.0573;0.0124;149.186
21;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;11;1'11.4303;1.0603;0.0030;149.180
22;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;12;1'11.5090;1.1390;0.0787;149.016
23;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;12;1'11.5450;1.1750;0.0360;148.941
24;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;10;1'11.8879;1.5179;0.3429;148.230
25;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;10;1'12.5173;2.1473;0.6294;146.944
26;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;10;1'12.7029;2.3329;0.1856;146.569
