Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;70;1:28'19.7418;None;None;None;150
2;None;88;Джейми Уинкап;None;Holden Commodore VF;70;1:28'23.8374;4.0956;4.0956;None;138
3;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;70;1:28'35.1476;15.4058;11.3102;None;129
4;None;55;Час Мостер;None;Ford Falcon FG-X;70;1:28'40.0007;20.2589;4.8531;None;120
5;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;70;1:28'48.2640;28.5222;8.2633;None;111
6;None;888;Крэг Лаундес;None;Holden Commodore VF;70;1:28'53.9110;34.1692;5.6470;None;102
7;None;97;Шейн ван Гисберген;None;Holden Commodore VF;70;1:28'56.7641;37.0223;2.8531;None;96
8;None;33;Гарт Тандер;None;Holden Commodore VF;70;1:28'56.8589;37.1171;0.0948;None;90
9;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;70;1:28'57.3380;37.5962;0.4791;None;84
10;None;12;Фабиан Култхард;None;Ford Falcon FG-X;70;1:28'59.6575;39.9157;2.3195;None;78
11;None;18;Ли Холдсуорт;None;Holden Commodore VF;70;1:29'05.1751;45.4333;5.5176;None;72
12;None;2;Скотт Пай;None;Holden Commodore VF;70;1:29'09.0693;49.3275;3.8942;None;69
13;None;34;Джеймс Моффат;None;Holden Commodore VF;70;1:29'13.0205;53.2787;3.9512;None;66
14;None;21;Тим Бланкард;None;Holden Commodore VF;70;1:29'33.3182;1'13.5764;20.2977;None;63
15;None;23;Майкл Карузо;None;Nissan Altima;70;1:29'41.6990;1'21.9572;8.3808;None;60
16;None;99;Дейл Вуд;None;Holden Commodore VF;70;1:29'46.2608;1'26.5190;4.5618;None;57
17;None;15;Рик Келли;None;Nissan Altima;69;1:28'24.6945;1 Lap;1 Lap;None;54
18;None;78;Симона де Сильвестро;None;Nissan Altima;69;1:28'32.0303;1 Lap;7.3358;None;51
19;None;19;Уилл Дэвисон;None;Holden Commodore VF;69;1:29'04.5468;1 Lap;32.5165;None;48
20;None;14;Тим Слейд;None;Holden Commodore VF;69;1:29'04.8726;1 Lap;0.3258;None;45
21;None;62;Алекс Рулло;None;Holden Commodore VF;69;1:29'10.8550;1 Lap;5.9824;None;42
22;None;3;Аарен Рассел;None;Holden Commodore VF;69;1:29'22.6637;1 Lap;11.8087;None;39
23;None;56;Джейсон Брайт;None;Ford Falcon FG-X;68;1:29'30.1387;2 Laps;1 Lap;None;36
24;None;8;Ник Перкат;None;Holden Commodore VF;62;1:29'32.7965;8 Laps;6 Laps;None;33
25;None;22;Джеймс Кортни;None;Holden Commodore VF;60;1:28'45.9822;10 Laps;2 Laps;None;30
None;None;7;Тодд Келли;None;Nissan Altima;34;1:03'18.5318;36 Laps;26 Laps;Сход;None
