Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Falcon FG-X;18;1'12.2648;None;None;142.476
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;15;1'12.4275;0.1627;0.1627;142.155
3;97;Шейн ван Гисберген;None;Holden Commodore VF;17;1'12.4832;0.2184;0.0557;142.046
4;5;Марк Винтерботтом;None;Ford Falcon FG-X;15;1'12.5365;0.2717;0.0533;141.942
5;88;Джейми Уинкап;None;Holden Commodore VF;16;1'12.5998;0.3350;0.0633;141.818
6;9;Дэвид Рейнольдс;None;Holden Commodore VF;14;1'12.6143;0.3495;0.0145;141.790
7;18;Ли Холдсуорт;None;Holden Commodore VF;17;1'12.6659;0.4011;0.0516;141.689
8;15;Рик Келли;None;Nissan Altima;15;1'12.7109;0.4461;0.0450;141.601
9;19;Уилл Дэвисон;None;Holden Commodore VF;21;1'12.7585;0.4937;0.0476;141.509
10;22;Джеймс Кортни;None;Holden Commodore VF;13;1'12.7640;0.4992;0.0055;141.498
11;33;Гарт Тандер;None;Holden Commodore VF;16;1'12.7666;0.5018;0.0026;141.493
12;14;Тим Слейд;None;Holden Commodore VF;19;1'12.7757;0.5109;0.0091;141.475
13;8;Ник Перкат;None;Holden Commodore VF;19;1'12.8394;0.5746;0.0637;141.352
14;56;Джейсон Брайт;None;Ford Falcon FG-X;19;1'12.8609;0.5961;0.0215;141.310
15;7;Тодд Келли;None;Nissan Altima;17;1'12.9284;0.6636;0.0675;141.179
16;2;Скотт Пай;None;Holden Commodore VF;18;1'12.9421;0.6773;0.0137;141.153
17;6;Кэмерон Уотерс;None;Ford Falcon FG-X;13;1'12.9605;0.6957;0.0184;141.117
18;12;Фабиан Култхард;None;Ford Falcon FG-X;18;1'12.9724;0.7076;0.0119;141.094
19;34;Джеймс Моффат;None;Holden Commodore VF;17;1'12.9759;0.7111;0.0035;141.087
20;21;Тим Бланкард;None;Holden Commodore VF;16;1'13.0081;0.7433;0.0322;141.025
21;888;Крэг Лаундес;None;Holden Commodore VF;23;1'13.0690;0.8042;0.0609;140.907
22;23;Майкл Карузо;None;Nissan Altima;14;1'13.1988;0.9340;0.1298;140.658
23;99;Дейл Вуд;None;Holden Commodore VF;15;1'13.3198;1.0550;0.1210;140.425
24;78;Симона де Сильвестро;None;Nissan Altima;19;1'13.6058;1.3410;0.2860;139.880
25;3;Аарен Рассел;None;Holden Commodore VF;16;1'13.6225;1.3577;0.0167;139.848
26;62;Алекс Рулло;None;Holden Commodore VF;19;1'13.7888;1.5240;0.1663;139.533
