Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;88;Джейми Уинкап;None;Holden Commodore VF;70;1:28'12.5243;None;None;None;150
2;None;17;Скотт Маклафлин;None;Ford Falcon FG-X;70;1:28'14.1737;1.6494;1.6494;None;138
3;None;97;Шейн ван Гисберген;None;Holden Commodore VF;70;1:28'19.8436;7.3193;5.6699;None;129
4;None;5;Марк Винтерботтом;None;Ford Falcon FG-X;70;1:28'43.9485;31.4242;24.1049;None;120
5;None;55;Час Мостер;None;Ford Falcon FG-X;70;1:28'47.1435;34.6192;3.1950;None;111
6;None;33;Гарт Тандер;None;Holden Commodore VF;70;1:28'47.5402;35.0159;0.3967;None;102
7;None;34;Джеймс Моффат;None;Holden Commodore VF;70;1:28'52.5694;40.0451;5.0292;None;96
8;None;19;Уилл Дэвисон;None;Holden Commodore VF;70;1:28'59.2228;46.6985;6.6534;None;90
9;None;22;Джеймс Кортни;None;Holden Commodore VF;70;1:29'01.6504;49.1261;2.4276;None;84
10;None;888;Крэг Лаундес;None;Holden Commodore VF;70;1:29'13.1288;1'00.6045;11.4784;None;78
11;None;9;Дэвид Рейнольдс;None;Holden Commodore VF;70;1:29'14.4467;1'01.9224;1.3179;None;72
12;None;15;Рик Келли;None;Nissan Altima;70;1:29'18.0802;1'05.5559;3.6335;None;69
13;None;23;Майкл Карузо;None;Nissan Altima;70;1:29'19.3249;1'06.8006;1.2447;None;66
14;None;6;Кэмерон Уотерс;None;Ford Falcon FG-X;70;1:29'21.4682;1'08.9439;2.1433;None;63
15;None;18;Ли Холдсуорт;None;Holden Commodore VF;70;1:29'21.8861;1'09.3618;0.4179;None;60
16;None;8;Ник Перкат;None;Holden Commodore VF;70;1:29'22.2525;1'09.7282;0.3664;None;57
17;None;7;Тодд Келли;None;Nissan Altima;70;1:29'22.6838;1'10.1595;0.4313;None;54
18;None;2;Скотт Пай;None;Holden Commodore VF;70;1:29'25.2866;1'12.7623;2.6028;None;51
19;None;56;Джейсон Брайт;None;Ford Falcon FG-X;69;1:28'15.5688;1 Lap;1 Lap;None;48
20;None;21;Тим Бланкард;None;Holden Commodore VF;69;1:28'16.0099;1 Lap;0.4411;None;45
21;None;12;Фабиан Култхард;None;Ford Falcon FG-X;69;1:28'21.8656;1 Lap;5.8557;None;42
22;None;99;Дейл Вуд;None;Holden Commodore VF;69;1:28'25.1522;1 Lap;3.2866;None;39
23;None;78;Симона де Сильвестро;None;Nissan Altima;69;1:28'28.9488;1 Lap;3.7966;None;36
24;None;62;Алекс Рулло;None;Holden Commodore VF;69;1:28'48.7997;1 Lap;19.8509;None;33
25;None;3;Аарен Рассел;None;Holden Commodore VF;68;1:28'16.8185;2 Laps;1 Lap;None;30
None;None;14;Тим Слейд;None;Holden Commodore VF;25;32'03.7461;45 Laps;43 Laps;Сход;None
