Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;18;1'10.6635;None;None;150.799
2;55;Час Мостер Джеймс Моффат;None;Ford Mustang GT;19;1'10.9779;0.3144;0.3144;150.131
3;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;20;1'11.1389;0.4754;0.1610;149.791
4;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;14;1'11.2013;0.5378;0.0624;149.660
5;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;19;1'11.3001;0.6366;0.0988;149.452
6;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;15;1'11.3101;0.6466;0.0100;149.431
7;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;16;1'11.3181;0.6546;0.0080;149.415
8;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;18;1'11.3216;0.6581;0.0035;149.407
9;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;18;1'11.3348;0.6713;0.0132;149.380
10;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;19;1'11.4687;0.8052;0.1339;149.100
11;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;17;1'11.5734;0.9099;0.1047;148.882
12;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;19;1'11.6290;0.9655;0.0556;148.766
13;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;20;1'11.6396;0.9761;0.0106;148.744
14;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;17;1'11.8576;1.1941;0.2180;148.293
15;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;21;1'11.8692;1.2057;0.0116;148.269
16;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;16;1'11.8904;1.2269;0.0212;148.225
17;15;Рик Келли Дейл Вуд;None;Nissan Altima;16;1'11.9227;1.2592;0.0323;148.159
18;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;7;1'12.0772;1.4137;0.1545;147.841
19;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;16;1'12.2433;1.5798;0.1661;147.501
20;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;16;1'12.3469;1.6834;0.1036;147.290
21;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;14;1'12.4255;1.7620;0.0786;147.130
22;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;15;1'12.4478;1.7843;0.0223;147.085
23;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;1;1'12.4815;1.8180;0.0337;147.016
24;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;13;1'12.5704;1.9069;0.0889;146.836
25;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;18;1'13.3501;2.6866;0.7797;145.275
