Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Гарт Тандер;None;Holden Commodore ZB;8;1'10.3283;None;None;151.517
2;17;Скотт Маклафлин Александр Према;None;Ford Mustang GT;8;1'10.3670;0.0387;0.0387;151.434
3;888;Джейми Уинкап Крэг Лаундес;None;Holden Commodore ZB;9;1'10.4071;0.0788;0.0401;151.348
4;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;10;1'10.5170;0.1887;0.1099;151.112
5;6;Кэмерон Уотерс Майкл Карузо;None;Ford Mustang GT;8;1'10.5187;0.1904;0.0017;151.108
6;23;Уилл Дэвисон Алекс Дэвисон;None;Ford Mustang GT;9;1'10.5575;0.2292;0.0388;151.025
7;5;Ли Холдсуорт Томас Рэндл;None;Ford Mustang GT;8;1'10.5695;0.2412;0.0120;151.000
8;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;9;1'10.6009;0.2726;0.0314;150.932
9;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore ZB;10;1'10.6161;0.2878;0.0152;150.900
10;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;9;1'10.7439;0.4156;0.1278;150.627
11;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;8;1'10.8069;0.4786;0.0630;150.493
12;18;Марк Винтерботтом Стив Ричардс;None;Holden Commodore ZB;10;1'10.8121;0.4838;0.0052;150.482
13;15;Рик Келли Дейл Вуд;None;Nissan Altima;10;1'10.8268;0.4985;0.0147;150.451
14;35;Тодд Хазелвуд Джек Смит;None;Holden Commodore ZB;8;1'10.8366;0.5083;0.0098;150.430
15;7;Андре Хаймгартнер Брайс Фуллвуд;None;Nissan Altima;11;1'10.8916;0.5633;0.0550;150.314
16;12;Фабиан Култхард Тони Д'Альберто;None;Ford Mustang GT;9;1'10.9869;0.6586;0.0953;150.112
17;8;Ник Перкат Тим Бланкард;None;Holden Commodore ZB;8;1'11.1530;0.8247;0.1661;149.761
18;56;Brodie Kostecki Джейк Костеки;None;Holden Commodore ZB;10;1'11.2440;0.9157;0.0910;149.570
19;3;Гарри Джекобсон Дин Фьоре;None;Nissan Altima;10;1'11.3871;1.0588;0.1431;149.270
20;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;9;1'11.4593;1.1310;0.0722;149.119
21;21;Маколи Джонс Дин Кэнто;None;Holden Commodore ZB;9;1'11.4811;1.1528;0.0218;149.074
22;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;9;1'11.6520;1.3237;0.1709;148.718
23;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;9;1'12.0550;1.7267;0.4030;147.887
24;33;Ричи Стэнэвей Крис Питер;None;Holden Commodore ZB;11;1'13.4479;3.1196;1.3929;145.082
