Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;73;1'11.6637;None;None;148.694
None;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;68;1'12.3747;0.7110;0.0822;147.233
None;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;71;1'12.2492;0.5855;0.0670;147.489
None;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;70;1'12.3912;0.7275;0.0165;147.200
None;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;67;1'12.1760;0.5123;0.0174;147.639
None;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;70;1'12.0160;0.3523;0.0783;147.967
None;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;66;1'11.9377;0.2740;0.0285;148.128
None;15;Рик Келли Гарри Джекобсон;None;Nissan Altima;70;1'12.5324;0.8687;0.1412;146.913
None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;8;1'11.8752;0.2115;0.0007;148.256
None;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;70;1'11.7848;0.1211;0.0090;148.443
None;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;70;1'11.8745;0.2108;0.0897;148.258
None;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;65;1'12.1384;0.4747;0.1224;147.716
None;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;73;1'12.1586;0.4949;0.0202;147.674
None;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;72;1'12.7207;1.0570;0.0813;146.533
None;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;8;1'12.7785;1.1148;0.0578;146.416
None;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;60;1'11.7058;0.0421;0.0421;148.607
None;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;60;1'12.1822;0.5185;0.0062;147.626
None;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;65;1'12.2925;0.6288;0.0433;147.401
None;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;66;1'12.9168;1.2531;0.1032;146.139
None;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;68;1'11.7313;0.0676;0.0255;148.554
None;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;14;1'13.1320;1.4683;0.2152;145.709
None;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;65;1'12.6394;0.9757;0.0711;146.697
None;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;73;1'11.9092;0.2455;0.0340;148.186
None;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;11;1'12.8136;1.1499;0.0351;146.346
None;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;73;1'12.5683;0.9046;0.0359;146.840
None;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;67;1'11.7758;0.1121;0.0445;148.462
