Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;41;1:39'22.3175;None;None;None;None
2;None;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;41;1:39'23.5475;1.2300;1.2300;None;None
3;None;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;41;1:39'24.5015;2.1840;0.9540;None;None
4;None;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;41;1:39'25.0047;2.6872;0.5032;None;None
5;None;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;41;1:39'26.0400;3.7225;1.0353;None;None
6;None;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;41;1:39'27.3332;5.0157;1.2932;None;None
7;None;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;41;1:39'28.3147;5.9972;0.9815;None;None
8;None;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;41;1:39'29.9444;7.6269;1.6297;None;None
9;None;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;41;1:39'32.9814;10.6639;3.0370;None;None
10;None;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;41;1:39'34.9498;12.6323;1.9684;None;None
11;None;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;41;1:39'36.9307;14.6132;1.9809;None;None
12;None;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;41;1:39'38.2543;15.9368;1.3236;None;None
13;None;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;41;1:39'39.5917;17.2742;1.3374;None;None
14;None;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;41;1:39'40.6091;18.2916;1.0174;None;None
15;None;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;41;1:39'42.7749;20.4574;2.1658;None;None
16;None;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;41;1:39'43.6752;21.3577;0.9003;None;None
17;None;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;41;1:39'45.3680;23.0505;1.6928;None;None
18;None;15;Рик Келли Гарри Джекобсон;None;Nissan Altima;41;1:39'45.6900;23.3725;0.3220;None;None
19;None;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;41;1:39'46.4934;24.1759;0.8034;None;None
20;None;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;41;1:39'47.6172;25.2997;1.1238;None;None
21;None;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;41;1:39'48.3084;25.9909;0.6912;None;None
22;None;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;41;1:39'49.7860;27.4685;1.4776;None;None
23;None;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;41;1:39'50.1197;27.8022;0.3337;None;None
None;None;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;33;1:40'12.5399;8 Laps;8 Laps;Сход;None
None;None;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;28;34'49.5597;13 Laps;5 Laps;Сход;None
None;None;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;18;22'30.1262;23 Laps;10 Laps;Сход;None
