Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;4;1'12.1643;None;None;148.860
2;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;4;1'12.2421;0.0778;0.0778;148.699
3;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;8;1'12.3252;0.1609;0.0831;148.529
4;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;4;1'12.3407;0.1764;0.0155;148.497
5;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;5;1'12.3717;0.2074;0.0310;148.433
6;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;6;1'12.3978;0.2335;0.0261;148.380
7;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;4;1'12.4599;0.2956;0.0621;148.253
8;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;7;1'12.4720;0.3077;0.0121;148.228
9;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;5;1'12.4980;0.3337;0.0260;148.175
10;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;6;1'12.5349;0.3706;0.0369;148.099
11;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;7;1'12.5371;0.3728;0.0022;148.095
12;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;6;1'12.5680;0.4037;0.0309;148.032
13;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;7;1'12.5738;0.4095;0.0058;148.020
14;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;8;1'12.5840;0.4197;0.0102;147.999
15;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;6;1'12.5994;0.4351;0.0154;147.968
16;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;8;1'12.6611;0.4968;0.0617;147.842
17;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;9;1'12.6767;0.5124;0.0156;147.810
18;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;4;1'12.6955;0.5312;0.0188;147.772
19;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;6;1'12.7198;0.5555;0.0243;147.723
20;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;6;1'12.7247;0.5604;0.0049;147.713
21;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;4;1'12.7386;0.5743;0.0139;147.684
22;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;6;1'12.7401;0.5758;0.0015;147.681
23;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;7;1'12.7678;0.6035;0.0277;147.625
24;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;6;1'12.7943;0.6300;0.0265;147.571
25;15;Рик Келли Гарри Джекобсон;None;Nissan Altima;6;1'12.8592;0.6949;0.0649;147.440
26;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;10;1'13.1151;0.9508;0.2559;146.924
