Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;18;1'10.0763;None;None;152.062
2;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;19;1'10.2218;0.1455;0.1455;151.747
3;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;16;1'10.4199;0.3436;0.1981;151.320
4;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;15;1'10.4788;0.4025;0.0589;151.194
5;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;16;1'10.6396;0.5633;0.1608;150.850
6;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;16;1'10.6936;0.6173;0.0540;150.735
7;11;Рик Келли Гарри Джекобсон;None;Nissan Altima;16;1'10.7342;0.6579;0.0406;150.648
8;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;18;1'10.7615;0.6852;0.0273;150.590
9;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'10.8028;0.7265;0.0413;150.502
10;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;14;1'10.8425;0.7662;0.0397;150.418
11;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;16;1'10.8887;0.8124;0.0462;150.320
12;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;15;1'10.9352;0.8589;0.0465;150.221
13;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;14;1'10.9537;0.8774;0.0185;150.182
14;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;20;1'10.9645;0.8882;0.0108;150.159
15;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;15;1'10.9870;0.9107;0.0225;150.111
16;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;15;1'11.0493;0.9730;0.0623;149.980
17;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;16;1'11.1655;1.0892;0.1162;149.735
18;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;16;1'11.2461;1.1698;0.0806;149.566
19;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;16;1'11.2939;1.2176;0.0478;149.465
20;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;17;1'11.3945;1.3182;0.1006;149.255
21;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;11;1'11.6117;1.5354;0.2172;148.802
22;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;17;1'11.6147;1.5384;0.0030;148.796
23;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;11;1'11.6626;1.5863;0.0479;148.696
24;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;3;1'11.7949;1.7186;0.1323;148.422
25;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;6;1'11.9584;1.8821;0.1635;148.085
26;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;15;1'12.4162;2.3399;0.4578;147.149
