Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;10;1'10.1125;None;None;151.984
2;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;9;1'10.4126;0.3001;0.3001;151.336
3;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'10.4220;0.3095;0.0094;151.316
4;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;10;1'10.5198;0.4073;0.0978;151.106
5;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;12;1'10.5889;0.4764;0.0691;150.958
6;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;11;1'10.6151;0.5026;0.0262;150.902
7;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;10;1'10.6536;0.5411;0.0385;150.820
8;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;11;1'10.6761;0.5636;0.0225;150.772
9;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;8;1'10.7009;0.5884;0.0248;150.719
10;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;12;1'10.7025;0.5900;0.0016;150.716
11;11;Рик Келли Гарри Джекобсон;None;Nissan Altima;11;1'10.7146;0.6021;0.0121;150.690
12;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG X;9;1'10.7547;0.6422;0.0401;150.604
13;18;Ли Холдсуорт Джейсон Брайт;None;Holden Commodore ZB;11;1'10.7683;0.6558;0.0136;150.575
14;14;Тим Слейд Эш Уолш;None;Holden Commodore ZB;9;1'10.8056;0.6931;0.0373;150.496
15;230;Уилл Дэвисон Алекс Дэвисон;None;Ford Falcon FG X;11;1'10.8270;0.7145;0.0214;150.451
16;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore ZB;6;1'10.8566;0.7441;0.0296;150.388
17;99;Антон де Паскуале Уилл Браун;None;Holden Commodore ZB;12;1'10.9166;0.8041;0.0600;150.261
18;7;Андре Хаймгартнер Аарен Рассел;None;Nissan Altima;12;1'10.9205;0.8080;0.0039;150.252
19;33;Гарт Тандер Крис Питер;None;Holden Commodore ZB;11;1'10.9297;0.8172;0.0092;150.233
20;2;Скотт Пай Уоррен Лафф;None;Holden Commodore ZB;10;1'10.9407;0.8282;0.0110;150.209
21;34;Джеймс Голдинг Ричард Маскат;None;Holden Commodore ZB;12;1'10.9449;0.8324;0.0042;150.201
22;19;Джек ЛеБрок Джонатон Уэбб;None;Holden Commodore ZB;11;1'11.0831;0.9706;0.1382;149.909
23;78;Симона де Сильвестро Алекс Рулло;None;Nissan Altima;11;1'11.4295;1.3170;0.3464;149.182
24;56;Ричи Стэнэвей Steven Owen;None;Ford Falcon FG X;9;1'11.5044;1.3919;0.0749;149.025
25;35;Тодд Хазелвуд Брайс Фуллвуд;None;Ford Falcon FG X;11;1'11.5626;1.4501;0.0582;148.904
26;21;Тим Бланкард Дейл Вуд;None;Holden Commodore ZB;10;1'11.6121;1.4996;0.0495;148.801
