Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG X;1;1'10.3743;None;None;151.418
2;1;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore ZB;1;1'10.5831;0.2088;0.2088;150.970
3;9;Люк Юлден Дэвид Рейнольдс;None;Holden Commodore ZB;1;1'10.5845;0.2102;0.0014;150.967
4;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG X;1;1'10.7303;0.3560;0.1458;150.656
5;55;Час Мостер Джеймс Моффат;None;Ford Falcon FG X;1;1'10.7851;0.4108;0.0548;150.540
6;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;1;1'10.8403;0.4660;0.0552;150.422
7;8;Ник Перкат Маколи Джонс;None;Holden Commodore ZB;1;1'10.9715;0.5972;0.1312;150.144
8;6;Кэмерон Уотерс Дэвид Расселл;None;Ford Falcon FG X;1;1'11.3938;1.0195;0.4223;149.256
9;25;Джеймс Кортни Джек Перкинс;None;Holden Commodore ZB;1;None;None;None;None
10;97;Шейн ван Гисберген Эрл Бамбер;None;Holden Commodore ZB;1;None;None;None;None
