Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;88;Джейми Уинкап;None;Holden Commodore ZB;39;49'17.4666;None;None;None;100
2;None;25;Час Мостер;None;Holden Commodore ZB;39;49'20.4805;3.0139;3.0139;None;92
3;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;39;49'33.5974;16.1308;13.1169;None;86
4;None;6;Кэмерон Уотерс;None;Ford Mustang GT;39;49'37.9056;20.4390;4.3082;None;80
5;None;8;Ник Перкат;None;Holden Commodore ZB;39;49'41.2559;23.7893;3.3503;None;74
6;None;17;Скотт Маклафлин;None;Ford Mustang GT;39;49'41.8317;24.3651;0.5758;None;68
7;None;44;Джеймс Кортни;None;Ford Mustang GT;39;49'46.1039;28.6373;4.2722;None;64
8;None;99;Антон де Паскуале;None;Holden Commodore ZB;39;49'46.5702;29.1036;0.4663;None;60
9;None;20;Скотт Пай;None;Holden Commodore ZB;39;49'47.3060;29.8394;0.7358;None;56
10;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;39;49'47.6882;30.2216;0.3822;None;52
11;None;5;Ли Холдсуорт;None;Ford Mustang GT;39;49'48.7649;31.2983;1.0767;None;48
12;None;55;Джек ЛеБрок;None;Ford Mustang GT;39;49'49.2997;31.8331;0.5348;None;46
13;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;39;49'51.0304;33.5638;1.7307;None;44
14;None;7;Андре Хаймгартнер;None;Ford Mustang GT;39;49'51.8479;34.3813;0.8175;None;42
15;None;12;Фабиан Култхард;None;Ford Mustang GT;39;49'57.1006;39.6340;5.2527;None;40
16;None;35;Гарри Джекобсон;None;Holden Commodore ZB;39;49'58.9555;41.4889;1.8549;None;38
17;None;18;Марк Винтерботтом;None;Holden Commodore ZB;39;50'01.2071;43.7405;2.2516;None;36
18;None;3;Маколи Джонс;None;Holden Commodore ZB;39;50'01.4110;43.9444;0.2039;None;34
19;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;39;50'03.1855;45.7189;1.7745;None;32
20;None;15;Рик Келли;None;Ford Mustang GT;39;50'04.4765;47.0099;1.2910;None;30
21;None;34;Зейн Годдард;None;Holden Commodore ZB;39;50'09.5747;52.1081;5.0982;None;28
22;None;19;Алекс Дэвисон;None;Holden Commodore ZB;39;50'09.9578;52.4912;0.3831;None;26
23;None;4;Джек Смит;None;Holden Commodore ZB;39;50'11.8996;54.4330;1.9418;None;24
24;None;22;Крис Питер;None;Holden Commodore ZB;39;50'12.7033;55.2367;0.8037;None;22
