Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс;None;Ford Mustang GT;18;1'13.2147;None;None;140.627
2;20;Скотт Пай;None;Holden Commodore ZB;26;1'13.3084;0.0937;0.0937;140.447
3;17;Скотт Маклафлин;None;Ford Mustang GT;20;1'13.6180;0.4033;0.3096;139.857
4;12;Фабиан Култхард;None;Ford Mustang GT;29;1'13.7081;0.4934;0.0901;139.686
5;5;Ли Холдсуорт;None;Ford Mustang GT;27;1'13.8706;0.6559;0.1625;139.378
6;44;Джеймс Кортни;None;Ford Mustang GT;27;1'13.8961;0.6814;0.0255;139.330
7;14;Тодд Хазелвуд;None;Holden Commodore ZB;27;1'13.9487;0.7340;0.0526;139.231
8;8;Ник Перкат;None;Holden Commodore ZB;4;1'13.9831;0.7684;0.0344;139.166
9;19;Алекс Дэвисон;None;Holden Commodore ZB;24;1'14.0123;0.7976;0.0292;139.112
10;3;Маколи Джонс;None;Holden Commodore ZB;26;1'14.0125;0.7978;0.0002;139.111
11;15;Рик Келли;None;Ford Mustang GT;18;1'14.1033;0.8886;0.0908;138.941
12;99;Антон де Паскуале;None;Holden Commodore ZB;16;1'14.1150;0.9003;0.0117;138.919
13;18;Марк Винтерботтом;None;Holden Commodore ZB;25;1'14.1569;0.9422;0.0419;138.840
14;25;Час Мостер;None;Holden Commodore ZB;24;1'14.1735;0.9588;0.0166;138.809
15;88;Джейми Уинкап;None;Holden Commodore ZB;5;1'14.2264;1.0117;0.0529;138.710
16;4;Джек Смит;None;Holden Commodore ZB;20;1'14.2576;1.0429;0.0312;138.652
17;9;Дэвид Рейнольдс;None;Holden Commodore ZB;17;1'14.2816;1.0669;0.0240;138.607
18;2;Брайс Фуллвуд;None;Holden Commodore ZB;21;1'14.2997;1.0850;0.0181;138.573
19;34;Зейн Годдард;None;Holden Commodore ZB;20;1'14.3261;1.1114;0.0264;138.524
20;97;Шейн ван Гисберген;None;Holden Commodore ZB;28;1'14.3604;1.1457;0.0343;138.460
21;55;Джек ЛеБрок;None;Ford Mustang GT;28;1'14.4835;1.2688;0.1231;138.231
22;7;Андре Хаймгартнер;None;Ford Mustang GT;25;1'14.5635;1.3488;0.0800;138.083
23;22;Крис Питер;None;Holden Commodore ZB;15;1'14.5961;1.3814;0.0326;138.023
24;35;Гарри Джекобсон;None;Holden Commodore ZB;23;1'14.6618;1.4471;0.0657;137.901
