Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;88;Джейми Уинкап;None;Holden Commodore ZB;39;49'02.9724;None;None;None;100
2;None;6;Кэмерон Уотерс;None;Ford Mustang GT;39;49'09.8582;6.8858;6.8858;None;92
3;None;25;Час Мостер;None;Holden Commodore ZB;39;49'16.6394;13.6670;6.7812;None;86
4;None;12;Фабиан Култхард;None;Ford Mustang GT;39;49'23.9421;20.9697;7.3027;None;80
5;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;39;49'25.6871;22.7147;1.7450;None;74
6;None;44;Джеймс Кортни;None;Ford Mustang GT;39;49'32.3175;29.3451;6.6304;None;68
7;None;17;Скотт Маклафлин;None;Ford Mustang GT;39;49'35.8263;32.8539;3.5088;None;64
8;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;39;49'37.6347;34.6623;1.8084;None;60
9;None;20;Скотт Пай;None;Holden Commodore ZB;39;49'44.4715;41.4991;6.8368;None;56
10;None;99;Антон де Паскуале;None;Holden Commodore ZB;39;49'44.5473;41.5749;0.0758;None;52
11;None;22;Крис Питер;None;Holden Commodore ZB;39;49'44.8429;41.8705;0.2956;None;48
12;None;18;Марк Винтерботтом;None;Holden Commodore ZB;39;49'45.6873;42.7149;0.8444;None;46
13;None;5;Ли Холдсуорт;None;Ford Mustang GT;39;49'46.7303;43.7579;1.0430;None;44
14;None;35;Гарри Джекобсон;None;Holden Commodore ZB;39;49'49.2651;46.2927;2.5348;None;42
15;None;55;Джек ЛеБрок;None;Ford Mustang GT;39;50'05.5862;1'02.6138;16.3211;None;40
16;None;4;Джек Смит;None;Holden Commodore ZB;39;50'05.8616;1'02.8892;0.2754;None;38
17;None;15;Рик Келли;None;Ford Mustang GT;38;49'40.7483;1 Lap;1 Lap;None;36
18;None;19;Алекс Дэвисон;None;Holden Commodore ZB;38;49'54.1646;1 Lap;13.4163;None;34
19;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;30;49'35.3971;9 Laps;8 Laps;None;32
None;None;8;Ник Перкат;None;Holden Commodore ZB;23;29'32.2834;16 Laps;7 Laps;Сход;None
None;None;34;Зейн Годдард;None;Holden Commodore ZB;20;47'49.1147;19 Laps;3 Laps;Сход;None
None;None;7;Андре Хаймгартнер;None;Ford Mustang GT;17;33'10.3938;22 Laps;3 Laps;Сход;None
None;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;7;30'03.6627;32 Laps;10 Laps;Сход;None
None;None;3;Маколи Джонс;None;Holden Commodore ZB;1;1'39.0628;38 Laps;6 Laps;Сход;None
