Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;5;1'12.1793;None;None;142.644
2;6;Кэмерон Уотерс;None;Ford Mustang GT;3;1'12.2022;0.0229;0.0229;142.599
3;8;Ник Перкат;None;Holden Commodore ZB;2;1'12.2225;0.0432;0.0203;142.559
4;88;Джейми Уинкап;None;Holden Commodore ZB;2;1'12.2600;0.0807;0.0375;142.485
5;14;Тодд Хазелвуд;None;Holden Commodore ZB;2;1'12.2792;0.0999;0.0192;142.447
6;9;Дэвид Рейнольдс;None;Holden Commodore ZB;2;1'12.3021;0.1228;0.0229;142.402
7;5;Ли Холдсуорт;None;Ford Mustang GT;5;1'12.4204;0.2411;0.1183;142.169
8;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'12.4244;0.2451;0.0040;142.162
9;99;Антон де Паскуале;None;Holden Commodore ZB;2;1'12.4293;0.2500;0.0049;142.152
10;25;Час Мостер;None;Holden Commodore ZB;3;1'12.4297;0.2504;0.0004;142.151
11;55;Джек ЛеБрок;None;Ford Mustang GT;5;1'12.4311;0.2518;0.0014;142.148
12;2;Брайс Фуллвуд;None;Holden Commodore ZB;2;1'12.5267;0.3474;0.0956;141.961
13;97;Шейн ван Гисберген;None;Holden Commodore ZB;2;1'12.5297;0.3504;0.0030;141.955
14;44;Джеймс Кортни;None;Ford Mustang GT;6;1'12.5699;0.3906;0.0402;141.877
15;20;Скотт Пай;None;Holden Commodore ZB;5;1'12.5878;0.4085;0.0179;141.842
16;12;Фабиан Култхард;None;Ford Mustang GT;2;1'12.6071;0.4278;0.0193;141.804
17;3;Маколи Джонс;None;Holden Commodore ZB;2;1'12.6858;0.5065;0.0787;141.650
18;35;Гарри Джекобсон;None;Holden Commodore ZB;4;1'12.6906;0.5113;0.0048;141.641
19;7;Андре Хаймгартнер;None;Ford Mustang GT;3;1'12.6917;0.5124;0.0011;141.639
20;34;Зейн Годдард;None;Holden Commodore ZB;5;1'12.7639;0.5846;0.0722;141.498
21;15;Рик Келли;None;Ford Mustang GT;2;1'12.8693;0.6900;0.1054;141.294
22;19;Алекс Дэвисон;None;Holden Commodore ZB;3;1'12.9509;0.7716;0.0816;141.136
23;4;Джек Смит;None;Holden Commodore ZB;5;1'13.1121;0.9328;0.1612;140.824
24;22;Крис Питер;None;Holden Commodore ZB;5;1'13.2035;1.0242;0.0914;140.649
