Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Falcon FG X;70;1:17'05.3846;None;None;None;150
2;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;70;1:17'17.4499;12.0653;12.0653;None;138
3;None;1;Джейми Уинкап;None;Holden Commodore ZB;70;1:17'17.8400;12.4554;0.3901;None;129
4;None;888;Крэг Лаундес;None;Holden Commodore ZB;70;1:17'18.8814;13.4968;1.0414;None;120
5;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;70;1:17'21.7034;16.3188;2.8220;None;111
6;None;55;Час Мостер;None;Ford Falcon FG X;70;1:17'25.3392;19.9546;3.6358;None;102
7;None;12;Фабиан Култхард;None;Ford Falcon FG X;70;1:17'25.8450;20.4604;0.5058;None;96
8;None;7;Андре Хаймгартнер;None;Nissan Altima;70;1:17'38.6721;33.2875;12.8271;None;90
9;None;5;Марк Винтерботтом;None;Ford Falcon FG X;70;1:17'39.3091;33.9245;0.6370;None;84
10;None;8;Ник Перкат;None;Holden Commodore ZB;70;1:17'41.9435;36.5589;2.6344;None;78
11;None;14;Тим Слейд;None;Holden Commodore ZB;70;1:17'44.6620;39.2774;2.7185;None;72
12;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;70;1:17'53.5464;48.1618;8.8844;None;69
13;None;33;Гарт Тандер;None;Holden Commodore ZB;70;1:17'54.3468;48.9622;0.8004;None;66
14;None;18;Ли Холдсуорт;None;Holden Commodore ZB;70;1:17'54.8175;49.4329;0.4707;None;63
15;None;2;Скотт Пай;None;Holden Commodore ZB;70;1:17'56.3975;51.0129;1.5800;None;60
16;None;25;Джеймс Кортни;None;Holden Commodore ZB;70;1:17'58.0991;52.7145;1.7016;None;57
17;None;23;Майкл Карузо;None;Nissan Altima;70;1:17'58.6566;53.2720;0.5575;None;54
18;None;78;Симона де Сильвестро;None;Nissan Altima;70;1:18'02.0389;56.6543;3.3823;None;51
19;None;230;Уилл Дэвисон;None;Ford Falcon FG X;70;1:18'02.6742;57.2896;0.6353;None;48
20;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;70;1:18'05.2619;59.8773;2.5877;None;45
21;None;34;Джеймс Голдинг;None;Holden Commodore ZB;70;1:18'05.6656;1'00.2810;0.4037;None;42
22;None;15;Рик Келли;None;Nissan Altima;69;1:17'12.7039;1 Lap;1 Lap;None;39
23;None;19;Джек ЛеБрок;None;Holden Commodore ZB;69;1:17'13.1076;1 Lap;0.4037;None;36
24;None;99;Антон де Паскуале;None;Holden Commodore ZB;69;1:17'13.6775;1 Lap;0.5699;None;33
25;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;69;1:17'32.1102;1 Lap;18.4327;None;30
26;None;21;Тим Бланкард;None;Holden Commodore ZB;60;1:17'14.9618;10 Laps;9 Laps;None;27
