Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап;None;Holden Commodore ZB;2;1'03.4030;None;None;165.228
None;2;Скотт Пай;None;Holden Commodore ZB;9;1'03.9681;0.5651;0.0305;163.769
None;5;Марк Винтерботтом;None;Ford Falcon FG X;3;1'03.9189;0.5159;0.0386;163.895
None;6;Кэмерон Уотерс;None;Ford Falcon FG X;4;1'04.1317;0.7287;0.0081;163.351
None;7;Андре Хаймгартнер;None;Nissan Altima;3;1'04.1236;0.7206;0.0096;163.371
None;8;Ник Перкат;None;Holden Commodore ZB;46;1'04.0227;0.6197;0.0546;163.629
None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;5;1'03.8803;0.4773;0.1047;163.994
None;12;Фабиан Култхард;None;Ford Falcon FG X;49;1'04.0385;0.6355;0.0158;163.589
None;14;Тим Слейд;None;Holden Commodore ZB;19;1'04.1140;0.7110;0.0145;163.396
None;15;Рик Келли;None;Nissan Altima;8;1'04.3388;0.9358;0.0363;162.825
None;17;Скотт Маклафлин;None;Ford Falcon FG X;2;1'03.5454;0.1424;0.1424;164.858
None;18;Ли Холдсуорт;None;Holden Commodore ZB;39;1'04.1614;0.7584;0.0297;163.275
None;19;Джек ЛеБрок;None;Holden Commodore ZB;4;1'04.3604;0.9574;0.0104;162.770
None;21;Тим Бланкард;None;Holden Commodore ZB;41;1'04.2656;0.8626;0.0354;163.011
None;23;Майкл Карузо;None;Nissan Altima;5;1'04.0838;0.6808;0.0250;163.473
None;25;Джеймс Кортни;None;Holden Commodore ZB;5;1'03.9376;0.5346;0.0187;163.847
None;33;Гарт Тандер;None;Holden Commodore ZB;3;1'04.3025;0.8995;0.0369;162.917
None;34;Джеймс Голдинг;None;Holden Commodore ZB;38;1'04.1984;0.7954;0.0370;163.181
None;35;Тодд Хазелвуд;None;Ford Falcon FG X;3;1'04.6063;1.2033;0.2459;162.151
None;55;Час Мостер;None;Ford Falcon FG X;13;1'03.9376;0.5346;0.0000;163.847
None;56;Ричи Стэнэвей;None;Ford Falcon FG X;2;1'04.2302;0.8272;0.0318;163.100
None;78;Симона де Сильвестро;None;Nissan Altima;3;1'04.0995;0.6965;0.0157;163.433
None;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;1'03.7756;0.3726;0.0742;164.263
None;99;Антон де Паскуале;None;Holden Commodore ZB;46;1'04.0588;0.6558;0.0203;163.537
None;230;Уилл Дэвисон;None;Ford Falcon FG X;10;1'04.3500;0.9470;0.0112;162.797
None;888;Крэг Лаундес;None;Holden Commodore ZB;8;1'03.7014;0.2984;0.1560;164.454
