Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс;None;Holden Commodore ZB;10;1'02.6449;None;None;167.228
2;17;Скотт Маклафлин;None;Ford Falcon FG X;10;1'02.6706;0.0257;0.0257;167.159
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'02.7197;0.0748;0.0491;167.028
4;1;Джейми Уинкап;None;Holden Commodore ZB;11;1'02.7224;0.0775;0.0027;167.021
5;55;Час Мостер;None;Ford Falcon FG X;10;1'02.7753;0.1304;0.0529;166.880
6;12;Фабиан Култхард;None;Ford Falcon FG X;10;1'02.8428;0.1979;0.0675;166.701
7;99;Антон де Паскуале;None;Holden Commodore ZB;14;1'02.8483;0.2034;0.0055;166.687
8;56;Ричи Стэнэвей;None;Ford Falcon FG X;12;1'02.8648;0.2199;0.0165;166.643
9;6;Кэмерон Уотерс;None;Ford Falcon FG X;9;1'02.8750;0.2301;0.0102;166.616
10;7;Андре Хаймгартнер;None;Nissan Altima;13;1'02.9015;0.2566;0.0265;166.546
11;888;Крэг Лаундес;None;Holden Commodore ZB;11;1'02.9226;0.2777;0.0211;166.490
12;14;Тим Слейд;None;Holden Commodore ZB;12;1'02.9230;0.2781;0.0004;166.489
13;8;Ник Перкат;None;Holden Commodore ZB;10;1'03.0480;0.4031;0.1250;166.159
14;5;Марк Винтерботтом;None;Ford Falcon FG X;11;1'03.0506;0.4057;0.0026;166.152
15;21;Тим Бланкард;None;Holden Commodore ZB;11;1'03.1316;0.4867;0.0810;165.939
16;78;Симона де Сильвестро;None;Nissan Altima;13;1'03.1411;0.4962;0.0095;165.914
17;15;Рик Келли;None;Nissan Altima;12;1'03.1506;0.5057;0.0095;165.889
18;18;Ли Холдсуорт;None;Holden Commodore ZB;13;1'03.1936;0.5487;0.0430;165.776
19;23;Майкл Карузо;None;Nissan Altima;10;1'03.1995;0.5546;0.0059;165.760
20;2;Скотт Пай;None;Holden Commodore ZB;10;1'03.2345;0.5896;0.0350;165.669
21;25;Джеймс Кортни;None;Holden Commodore ZB;10;1'03.2491;0.6042;0.0146;165.630
22;230;Уилл Дэвисон;None;Ford Falcon FG X;13;1'03.3083;0.6634;0.0592;165.475
23;33;Гарт Тандер;None;Holden Commodore ZB;10;1'03.3175;0.6726;0.0092;165.451
24;34;Джеймс Голдинг;None;Holden Commodore ZB;13;1'03.3603;0.7154;0.0428;165.340
25;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'03.4598;0.8149;0.0995;165.080
26;35;Тодд Хазелвуд;None;Ford Falcon FG X;5;1'03.8649;1.2200;0.4051;164.033
