Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;6;1'02.5708;None;None;167.426
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;13;1'02.6880;0.1172;0.1172;167.113
3;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'02.8110;0.2402;0.1230;166.786
4;55;Час Мостер;None;Ford Falcon FG X;9;1'02.9312;0.3604;0.1202;166.467
5;1;Джейми Уинкап;None;Holden Commodore ZB;9;1'02.9870;0.4162;0.0558;166.320
6;8;Ник Перкат;None;Holden Commodore ZB;11;1'02.9996;0.4288;0.0126;166.286
7;14;Тим Слейд;None;Holden Commodore ZB;13;1'03.0003;0.4295;0.0007;166.284
8;6;Кэмерон Уотерс;None;Ford Falcon FG X;9;1'03.0482;0.4774;0.0479;166.158
9;15;Рик Келли;None;Nissan Altima;13;1'03.0848;0.5140;0.0366;166.062
10;99;Антон де Паскуале;None;Holden Commodore ZB;10;1'03.1172;0.5464;0.0324;165.976
11;7;Андре Хаймгартнер;None;Nissan Altima;13;1'03.1510;0.5802;0.0338;165.888
12;56;Ричи Стэнэвей;None;Ford Falcon FG X;10;1'03.1612;0.5904;0.0102;165.861
13;18;Ли Холдсуорт;None;Holden Commodore ZB;9;1'03.1622;0.5914;0.0010;165.858
14;5;Марк Винтерботтом;None;Ford Falcon FG X;10;1'03.1907;0.6199;0.0285;165.783
15;25;Джеймс Кортни;None;Holden Commodore ZB;11;1'03.2107;0.6399;0.0200;165.731
16;2;Скотт Пай;None;Holden Commodore ZB;10;1'03.2199;0.6491;0.0092;165.707
17;23;Майкл Карузо;None;Nissan Altima;10;1'03.3233;0.7525;0.1034;165.436
18;888;Крэг Лаундес;None;Holden Commodore ZB;12;1'03.3532;0.7824;0.0299;165.358
19;12;Фабиан Култхард;None;Ford Falcon FG X;10;1'03.4380;0.8672;0.0848;165.137
20;33;Гарт Тандер;None;Holden Commodore ZB;12;1'03.4982;0.9274;0.0602;164.981
21;19;Джек ЛеБрок;None;Holden Commodore ZB;13;1'03.5281;0.9573;0.0299;164.903
22;230;Уилл Дэвисон;None;Ford Falcon FG X;10;1'03.5733;1.0025;0.0452;164.786
23;21;Тим Бланкард;None;Holden Commodore ZB;10;1'03.5979;1.0271;0.0246;164.722
24;34;Джеймс Голдинг;None;Holden Commodore ZB;12;1'03.6204;1.0496;0.0225;164.664
25;35;Тодд Хазелвуд;None;Ford Falcon FG X;10;1'03.6413;1.0705;0.0209;164.610
26;78;Симона де Сильвестро;None;Nissan Altima;6;1'03.6477;1.0769;0.0064;164.593
