Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;70;1:22'38.1009;None;None;None;150
2;None;17;Скотт Маклафлин;None;Ford Falcon FG X;70;1:22'38.6127;0.5118;0.5118;None;138
3;None;55;Час Мостер;None;Ford Falcon FG X;70;1:22'43.7350;5.6341;5.1223;None;129
4;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;70;1:22'51.5306;13.4297;7.7956;None;120
5;None;1;Джейми Уинкап;None;Holden Commodore ZB;70;1:22'51.8881;13.7872;0.3575;None;111
6;None;2;Скотт Пай;None;Holden Commodore ZB;70;1:22'59.5523;21.4514;7.6642;None;102
7;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;70;1:23'00.5285;22.4276;0.9762;None;96
8;None;8;Ник Перкат;None;Holden Commodore ZB;70;1:23'01.1912;23.0903;0.6627;None;90
9;None;25;Джеймс Кортни;None;Holden Commodore ZB;70;1:23'03.7228;25.6219;2.5316;None;84
10;None;23;Майкл Карузо;None;Nissan Altima;70;1:23'05.0821;26.9812;1.3593;None;78
11;None;888;Крэг Лаундес;None;Holden Commodore ZB;70;1:23'06.2977;28.1968;1.2156;None;72
12;None;21;Тим Бланкард;None;Holden Commodore ZB;70;1:23'10.4591;32.3582;4.1614;None;69
13;None;5;Марк Винтерботтом;None;Ford Falcon FG X;70;1:23'13.3922;35.2913;2.9331;None;66
14;None;34;Джеймс Голдинг;None;Holden Commodore ZB;70;1:23'16.1232;38.0223;2.7310;None;63
15;None;18;Ли Холдсуорт;None;Holden Commodore ZB;70;1:23'16.8043;38.7034;0.6811;None;60
16;None;15;Рик Келли;None;Nissan Altima;70;1:23'17.3468;39.2459;0.5425;None;57
17;None;14;Тим Слейд;None;Holden Commodore ZB;70;1:23'17.6394;39.5385;0.2926;None;54
18;None;7;Андре Хаймгартнер;None;Nissan Altima;70;1:23'19.0456;40.9447;1.4062;None;51
19;None;99;Антон де Паскуале;None;Holden Commodore ZB;70;1:23'25.0552;46.9543;6.0096;None;48
20;None;230;Уилл Дэвисон;None;Ford Falcon FG X;70;1:23'28.0201;49.9192;2.9649;None;45
21;None;78;Симона де Сильвестро;None;Nissan Altima;70;1:23'28.9219;50.8210;0.9018;None;42
22;None;19;Джек ЛеБрок;None;Holden Commodore ZB;69;1:22'36.1809;1 Lap;1 Lap;None;39
23;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;69;1:23'08.1085;1 Lap;31.9276;None;36
24;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;68;1:22'42.1877;2 Laps;1 Lap;None;33
25;None;33;Гарт Тандер;None;Holden Commodore ZB;59;1:23'30.2512;11 Laps;9 Laps;None;30
None;None;12;Фабиан Култхард;None;Ford Falcon FG X;6;6'48.1152;64 Laps;53 Laps;Сход;None
