Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Falcon FG X;39;46'40.8180;None;None;None;150
2;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;39;46'45.1345;4.3165;4.3165;None;138
3;None;888;Крэг Лаундес;None;Holden Commodore ZB;39;46'46.6476;5.8296;1.5131;None;129
4;None;1;Джейми Уинкап;None;Holden Commodore ZB;39;46'46.6900;5.8720;0.0424;None;120
5;None;12;Фабиан Култхард;None;Ford Falcon FG X;39;46'49.3229;8.5049;2.6329;None;111
6;None;55;Час Мостер;None;Ford Falcon FG X;39;46'54.8867;14.0687;5.5638;None;102
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;39;46'55.1026;14.2846;0.2159;None;96
8;None;25;Джеймс Кортни;None;Holden Commodore ZB;39;46'55.3216;14.5036;0.2190;None;90
9;None;23;Майкл Карузо;None;Nissan Altima;39;46'55.7121;14.8941;0.3905;None;84
10;None;8;Ник Перкат;None;Holden Commodore ZB;39;46'57.4508;16.6328;1.7387;None;78
11;None;33;Гарт Тандер;None;Holden Commodore ZB;39;47'00.6147;19.7967;3.1639;None;72
12;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;39;47'01.9054;21.0874;1.2907;None;69
13;None;15;Рик Келли;None;Nissan Altima;39;47'02.2404;21.4224;0.3350;None;66
14;None;14;Тим Слейд;None;Holden Commodore ZB;39;47'02.5342;21.7162;0.2938;None;63
15;None;7;Андре Хаймгартнер;None;Nissan Altima;39;47'02.8036;21.9856;0.2694;None;60
16;None;2;Скотт Пай;None;Holden Commodore ZB;39;47'03.3733;22.5553;0.5697;None;57
17;None;120;Уилл Дэвисон;None;Ford Falcon FG X;39;47'03.4674;22.6494;0.0941;None;54
18;None;34;Джеймс Голдинг;None;Holden Commodore ZB;39;47'04.3287;23.5107;0.8613;None;51
19;None;78;Симона де Сильвестро;None;Nissan Altima;39;47'04.8069;23.9889;0.4782;None;48
20;None;5;Марк Винтерботтом;None;Ford Falcon FG X;39;47'05.0459;24.2279;0.2390;None;45
21;None;19;Джек ЛеБрок;None;Holden Commodore ZB;39;47'05.3737;24.5557;0.3278;None;42
22;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;39;47'13.1287;32.3107;7.7550;None;39
23;None;21;Тим Бланкард;None;Holden Commodore ZB;39;47'17.9531;37.1351;4.8244;None;36
24;None;18;Ли Холдсуорт;None;Holden Commodore ZB;39;47'18.0169;37.1989;0.0638;None;33
25;None;42;Курт Костеки;None;Holden Commodore ZB;39;47'19.0180;38.2000;1.0011;None;30
26;None;99;Антон де Паскуале;None;Holden Commodore ZB;39;47'42.3717;1'01.5537;23.3537;None;27
27;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;34;47'24.8528;5 Laps;5 Laps;None;24
