Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;65;1:18'33.4917;None;None;None;150
2;None;17;Скотт Маклафлин;None;Ford Falcon FG X;65;1:18'35.8431;2.3514;2.3514;None;138
3;None;55;Час Мостер;None;Ford Falcon FG X;65;1:18'38.9090;5.4173;3.0659;None;129
4;None;1;Джейми Уинкап;None;Holden Commodore ZB;65;1:18'39.0192;5.5275;0.1102;None;120
5;None;12;Фабиан Култхард;None;Ford Falcon FG X;65;1:18'40.4991;7.0074;1.4799;None;111
6;None;14;Тим Слейд;None;Holden Commodore ZB;65;1:18'40.9142;7.4225;0.4151;None;102
7;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;65;1:18'41.4162;7.9245;0.5020;None;96
8;None;888;Крэг Лаундес;None;Holden Commodore ZB;65;1:18'49.5635;16.0718;8.1473;None;90
9;None;15;Рик Келли;None;Nissan Altima;65;1:18'57.4363;23.9446;7.8728;None;84
10;None;19;Джек ЛеБрок;None;Holden Commodore ZB;65;1:18'57.9805;24.4888;0.5442;None;78
11;None;33;Гарт Тандер;None;Holden Commodore ZB;65;1:18'59.1764;25.6847;1.1959;None;72
12;None;120;Уилл Дэвисон;None;Ford Falcon FG X;65;1:19'01.6009;28.1092;2.4245;None;69
13;None;23;Майкл Карузо;None;Nissan Altima;65;1:19'07.8240;34.3323;6.2231;None;66
14;None;7;Андре Хаймгартнер;None;Nissan Altima;65;1:19'08.0811;34.5894;0.2571;None;63
15;None;34;Джеймс Голдинг;None;Holden Commodore ZB;65;1:19'09.8281;36.3364;1.7470;None;60
16;None;99;Антон де Паскуале;None;Holden Commodore ZB;65;1:19'10.8208;37.3291;0.9927;None;57
17;None;6;Кэмерон Уотерс;None;Ford Falcon FG X;65;1:19'13.2984;39.8067;2.4776;None;54
18;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;65;1:19'16.1934;42.7017;2.8950;None;51
19;None;2;Скотт Пай;None;Holden Commodore ZB;65;1:19'17.2001;43.7084;1.0067;None;48
20;None;78;Симона де Сильвестро;None;Nissan Altima;65;1:19'28.4516;54.9599;11.2515;None;45
21;None;18;Ли Холдсуорт;None;Holden Commodore ZB;65;1:19'32.7340;59.2423;4.2824;None;42
22;None;21;Тим Бланкард;None;Holden Commodore ZB;65;1:19'34.9660;1'01.4743;2.2320;None;39
23;None;42;Курт Костеки;None;Holden Commodore ZB;65;1:19'36.0272;1'02.5355;1.0612;None;36
24;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;65;1:19'42.2488;1'08.7571;6.2216;None;33
25;None;8;Ник Перкат;None;Holden Commodore ZB;64;1:19'41.7107;1 Lap;1 Lap;None;30
26;None;5;Марк Винтерботтом;None;Ford Falcon FG X;61;1:19'44.9404;4 Laps;3 Laps;None;27
None;None;25;Джеймс Кортни;None;Holden Commodore ZB;24;49'22.5248;41 Laps;37 Laps;Сход;None
