Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;7;2'06.3375;None;None;177.040
2;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;7;2'06.3623;0.0248;0.0248;177.005
3;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;8;2'06.3654;0.0279;0.0031;177.000
4;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;8;2'06.3908;0.0533;0.0254;176.965
5;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;7;2'06.4128;0.0753;0.0220;176.934
6;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;7;2'06.5014;0.1639;0.0886;176.810
7;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;7;2'06.5192;0.1817;0.0178;176.785
8;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;8;2'06.5210;0.1835;0.0018;176.783
9;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;7;2'06.5227;0.1852;0.0017;176.780
10;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;8;2'06.5626;0.2251;0.0399;176.725
11;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;8;2'06.7797;0.4422;0.2171;176.422
12;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;7;2'06.8418;0.5043;0.0621;176.336
13;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;7;2'07.0159;0.6784;0.1741;176.094
14;20;Тодд Келли Джек ЛеБрок;None;Nissan Altima;7;2'07.1204;0.7829;0.1045;175.949
15;15;Рик Келли Дэвид Уолл;None;Nissan Altima;8;2'07.1575;0.8200;0.0371;175.898
16;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;7;2'07.2938;0.9563;0.1363;175.710
17;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;8;2'07.4464;1.1089;0.1526;175.499
18;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;7;2'07.6035;1.2660;0.1571;175.283
19;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;8;2'07.6623;1.3248;0.0588;175.202
20;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;6;2'07.7197;1.3822;0.0574;175.124
21;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;7;2'07.9515;1.6140;0.2318;174.806
22;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;7;2'08.1261;1.7886;0.1746;174.568
23;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;7;2'08.3169;1.9794;0.1908;174.309
24;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;8;2'08.4044;2.0669;0.0875;174.190
25;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;7;2'08.5630;2.2255;0.1586;173.975
26;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;8;2'08.9753;2.6378;0.4123;173.419
