Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;157;2'07.5013;None;None;175.424
2;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;161;2'07.6227;0.1214;0.1214;175.257
3;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;160;2'07.9387;0.4374;0.3160;174.824
4;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;159;2'08.2590;0.7577;0.3203;174.387
5;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;160;2'08.3541;0.8528;0.0951;174.258
6;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;141;2'08.9639;1.4626;0.6098;173.434
7;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;159;2'09.3878;1.8865;0.4239;172.866
8;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;160;2'09.6073;2.1060;0.2195;172.573
9;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;159;2'09.8019;2.3006;0.1946;172.314
10;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;152;2'09.8135;2.3122;0.0116;172.299
11;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;157;2'10.0279;2.5266;0.2144;172.015
12;20;Тодд Келли Джек ЛеБрок;None;Nissan Altima;158;2'10.0412;2.5399;0.0133;171.997
13;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;160;2'10.0808;2.5795;0.0396;171.945
14;15;Рик Келли Дэвид Уолл;None;Nissan Altima;157;2'10.4701;2.9688;0.3893;171.432
15;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;141;2'10.7830;3.2817;0.3129;171.022
16;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;158;2'10.9112;3.4099;0.1282;170.854
17;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;151;2'11.2947;3.7934;0.3835;170.355
18;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;145;2'11.8058;4.3045;0.5111;169.695
19;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;157;2'12.0302;4.5289;0.2244;169.406
20;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;158;2'12.1431;4.6418;0.1129;169.261
21;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;150;2'12.1864;4.6851;0.0433;169.206
22;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;138;2'13.1033;5.6020;0.9169;168.040
23;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;151;2'14.3231;6.8218;1.2198;166.514
24;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;4;2'28.6637;21.1624;14.3406;150.452
25;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;6;2'30.0512;22.5499;1.3875;149.061
26;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;6;2'31.3571;23.8558;1.3059;147.775
