Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;16;2'06.3032;None;None;177.088
2;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;16;2'06.3647;0.0615;0.0615;177.001
3;20;Тодд Келли Джек ЛеБрок;None;Nissan Altima;16;2'06.5264;0.2232;0.1617;176.775
4;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;18;2'06.6050;0.3018;0.0786;176.666
5;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;13;2'06.6264;0.3232;0.0214;176.636
6;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;15;2'06.6286;0.3254;0.0022;176.633
7;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;16;2'06.7452;0.4420;0.1166;176.470
8;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;13;2'06.7718;0.4686;0.0266;176.433
9;15;Рик Келли Дэвид Уолл;None;Nissan Altima;14;2'06.7720;0.4688;0.0002;176.433
10;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;17;2'06.7822;0.4790;0.0102;176.419
11;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;17;2'06.7831;0.4799;0.0009;176.417
12;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;17;2'06.9421;0.6389;0.1590;176.196
13;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;17;2'07.0891;0.7859;0.1470;175.993
14;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;9;2'07.0949;0.7917;0.0058;175.985
15;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;16;2'07.2899;0.9867;0.1950;175.715
16;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;17;2'07.3572;1.0540;0.0673;175.622
17;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;19;2'07.3991;1.0959;0.0419;175.564
18;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;19;2'07.4175;1.1143;0.0184;175.539
19;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;17;2'07.4552;1.1520;0.0377;175.487
20;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;19;2'07.6645;1.3613;0.2093;175.199
21;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;18;2'07.6975;1.3943;0.0330;175.154
22;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;17;2'07.7792;1.4760;0.0817;175.042
23;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;17;2'07.8462;1.5430;0.0670;174.950
24;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;15;2'08.1533;1.8501;0.3071;174.531
25;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;19;2'08.9650;2.6618;0.8117;173.433
26;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;11;2'09.7032;3.4000;0.7382;172.446
