Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин Александр Према;None;Ford Falcon FG-X;13;2'04.2254;None;None;180.050
2;9;Дэвид Рейнольдс Люк Юлден;None;Holden Commodore VF;12;2'04.4730;0.2476;0.2476;179.691
3;55;Час Мостер Steven Owen;None;Ford Falcon FG-X;11;2'04.5304;0.3050;0.0574;179.609
4;6;Кэмерон Уотерс Ричи Стэнэвей;None;Ford Falcon FG-X;13;2'04.5958;0.3704;0.0654;179.514
5;5;Марк Винтерботтом Дин Кэнто;None;Ford Falcon FG-X;12;2'04.7857;0.5603;0.1899;179.241
6;12;Фабиан Култхард Тони Д'Альберто;None;Ford Falcon FG/X;15;2'04.8955;0.6701;0.1098;179.084
7;97;Шейн ван Гисберген Мэтт Кэмпбелл;None;Holden Commodore VF;13;2'05.0225;0.7971;0.1270;178.902
8;22;Джеймс Кортни Джек Перкинс;None;Holden Commodore VF;12;2'05.0417;0.8163;0.0192;178.874
9;56;Джейсон Брайт Гарри Джекобсон;None;Ford Falcon FG-X;13;2'05.0804;0.8550;0.0387;178.819
10;33;Гарт Тандер Джеймс Голдинг;None;Holden Commodore VF;14;2'05.1094;0.8840;0.0290;178.777
11;88;Джейми Уинкап Пол Дамбрелл;None;Holden Commodore VF;13;2'05.1686;0.9432;0.0592;178.693
12;15;Рик Келли Дэвид Уолл;None;Nissan Altima;14;2'05.1996;0.9742;0.0310;178.649
13;23;Майкл Карузо Дин Фьоре;None;Nissan Altima;11;2'05.2503;1.0249;0.0507;178.576
14;8;Ник Перкат Маколи Джонс;None;Holden Commodore VF;12;2'05.2846;1.0592;0.0343;178.527
15;20;Тодд Келли Джек ЛеБрок;None;Nissan Altima;13;2'05.2974;1.0720;0.0128;178.509
16;19;Уилл Дэвисон Джонатон Уэбб;None;Holden Commodore VF;9;2'05.3840;1.1586;0.0866;178.386
17;18;Ли Холдсуорт Карл Райндлер;None;Holden Commodore VF;14;2'05.4379;1.2125;0.0539;178.309
18;14;Тим Слейд Андре Хаймгартнер;None;Holden Commodore VF;13;2'05.5562;1.3308;0.1183;178.141
19;888;Крэг Лаундес Стив Ричардс;None;Holden Commodore VF;12;2'05.5625;1.3371;0.0063;178.132
20;2;Скотт Пай Уоррен Лафф;None;Holden Commodore VF;12;2'05.6182;1.3928;0.0557;178.053
21;99;Дейл Вуд Крис Питер;None;Holden Commodore VF;12;2'05.6414;1.4160;0.0232;178.020
22;34;Джеймс Моффат Ричард Маскат;None;Holden Commodore VF;12;2'05.6430;1.4176;0.0016;178.018
23;78;Симона де Сильвестро Дэвид Расселл;None;Nissan Altima;13;2'05.9423;1.7169;0.2993;177.595
24;21;Тим Бланкард Тодд Хазелвуд;None;Holden Commodore VF;12;2'05.9703;1.7449;0.0280;177.556
25;3;Аарен Рассел Таз Дуглас;None;Holden Commodore VF;13;2'06.4233;2.1979;0.4530;176.919
26;62;Алекс Рулло Алекс Дэвисон;None;Holden Commodore VF;12;2'07.4801;3.2547;1.0568;175.453
