Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Falcon FG/X;6;1'20.3724;None;None;144.228
2;88;Джейми Уинкап;None;Holden Commodore VF;5;1'20.4552;0.0828;0.0828;144.080
3;33;Скотт Маклафлин;None;Volvo S60;6;1'20.4834;0.1110;0.0282;144.029
4;22;Джеймс Кортни;None;Holden Commodore VF;6;1'20.5612;0.1888;0.0778;143.890
5;97;Шейн ван Гисберген;None;Holden Commodore VF;6;1'20.6082;0.2358;0.0470;143.806
6;23;Майкл Карузо;None;Nissan Altima L33;5;1'20.6425;0.2701;0.0343;143.745
7;17;Скотт Пай;None;Ford Falcon FG/X;5;1'20.6754;0.3030;0.0329;143.686
8;8;Джейсон Брайт;None;Holden Commodore VF;6;1'20.8206;0.4482;0.1452;143.428
9;888;Крэг Лаундес;None;Holden Commodore VF;6;1'20.9113;0.5389;0.0907;143.267
10;1;Марк Винтерботтом;None;Ford Falcon FG/X;5;1'20.9135;0.5411;0.0022;143.264
11;19;Уилл Дэвисон;None;Holden Commodore VF;6;1'20.9318;0.5594;0.0183;143.231
12;6;Кэмерон Уотерс;None;Ford Falcon FG/X;5;1'20.9545;0.5821;0.0227;143.191
13;14;Тим Слейд;None;Holden Commodore VF;4;1'21.0690;0.6966;0.1145;142.989
14;15;Рик Келли;None;Nissan Altima L33;5;1'21.0699;0.6975;0.0009;142.987
15;18;Ли Холдсуорт;None;Holden Commodore VF;6;1'21.0769;0.7045;0.0070;142.975
16;21;Тим Бланкард;None;Holden Commodore VF;5;1'21.0794;0.7070;0.0025;142.970
17;12;Фабиан Култхард;None;Ford Falcon FG/X;6;1'21.1023;0.7299;0.0229;142.930
18;2;Гарт Тандер;None;Holden Commodore VF;5;1'21.1433;0.7709;0.0410;142.858
19;222;Ник Перкат;None;Holden Commodore VF;6;1'21.1507;0.7783;0.0074;142.845
20;7;Тодд Келли;None;Nissan Altima L33;5;1'21.1865;0.8141;0.0358;142.782
21;34;Джеймс Моффат;None;Volvo S60;5;1'21.3525;0.9801;0.1660;142.491
22;9;Дэвид Рейнольдс;None;Holden Commodore VF;5;1'21.3553;0.9829;0.0028;142.486
23;111;Крис Питер;None;Ford Falcon FG/X;6;1'21.7035;1.3311;0.3482;141.878
24;3;Андре Хаймгартнер;None;Holden Commodore VF;5;1'21.7291;1.3567;0.0256;141.834
25;96;Дейл Вуд;None;Nissan Altima L33;4;1'21.8002;1.4278;0.0711;141.711
26;4;Аарен Рассел;None;Holden Commodore VF;5;1'22.0507;1.6783;0.2505;141.278
