Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Джеймс Кортни;None;Holden Commodore ZB;33;56.7716;None;None;153.457
2;55;Час Мостер;None;Ford Falcon FG X;36;56.7807;0.0091;0.0091;153.432
3;56;Ричи Стэнэвей;None;Ford Falcon FG X;29;56.8425;0.0709;0.0618;153.265
4;1;Джейми Уинкап;None;Holden Commodore ZB;42;56.8529;0.0813;0.0104;153.237
5;15;Рик Келли;None;Nissan Altima;18;56.9157;0.1441;0.0628;153.068
6;2;Скотт Пай;None;Holden Commodore ZB;22;56.9418;0.1702;0.0261;152.998
7;18;Ли Холдсуорт;None;Holden Commodore ZB;21;57.0424;0.2708;0.1006;152.728
8;35;Тодд Хазелвуд;None;Ford Falcon FG X;24;57.2018;0.4302;0.1594;152.302
9;17;Скотт Маклафлин;None;Ford Falcon FG X;2;57.2451;0.4735;0.0433;152.187
10;19;Джек ЛеБрок;None;Holden Commodore ZB;22;57.2476;0.4760;0.0025;152.181
11;78;Симона де Сильвестро;None;Nissan Altima;26;57.2943;0.5227;0.0467;152.057
12;6;Кэмерон Уотерс;None;Ford Falcon FG X;22;57.3243;0.5527;0.0300;151.977
13;5;Марк Винтерботтом;None;Ford Falcon FG X;2;57.3430;0.5714;0.0187;151.927
14;12;Фабиан Култхард;None;Ford Falcon FG X;2;57.3560;0.5844;0.0130;151.893
15;14;Тим Слейд;None;Holden Commodore ZB;2;57.3781;0.6065;0.0221;151.834
16;9;Дэвид Рейнольдс;None;Holden Commodore ZB;21;57.4764;0.7048;0.0983;151.575
17;34;Джеймс Голдинг;None;Holden Commodore ZB;26;57.4972;0.7256;0.0208;151.520
18;23;Майкл Карузо;None;Nissan Altima;27;57.5000;0.7284;0.0028;151.513
19;33;Гарт Тандер;None;Holden Commodore ZB;24;57.5140;0.7424;0.0140;151.476
20;99;Антон де Паскуале;None;Holden Commodore ZB;30;57.5456;0.7740;0.0316;151.392
21;888;Крэг Лаундес;None;Holden Commodore ZB;21;57.5973;0.8257;0.0517;151.257
22;7;Андре Хаймгартнер;None;Nissan Altima;23;57.6126;0.8410;0.0153;151.216
23;21;Тим Бланкард;None;Holden Commodore ZB;23;57.6202;0.8486;0.0076;151.196
24;8;Ник Перкат;None;Holden Commodore ZB;27;57.6489;0.8773;0.0287;151.121
25;97;Шейн ван Гисберген;None;Holden Commodore ZB;32;57.7780;1.0064;0.1291;150.784
26;400;Уилл Дэвисон;None;Ford Falcon FG X;23;57.8460;1.0744;0.0680;150.606
