Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Falcon FG X;6;55.1021;None;None;158.106
2;9;Дэвид Рейнольдс;None;Holden Commodore ZB;6;55.1265;0.0244;0.0244;158.036
3;25;Джеймс Кортни;None;Holden Commodore ZB;8;55.1490;0.0469;0.0225;157.972
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;6;55.1869;0.0848;0.0379;157.863
5;7;Андре Хаймгартнер;None;Nissan Altima;5;55.2682;0.1661;0.0813;157.631
6;1;Джейми Уинкап;None;Holden Commodore ZB;6;55.3339;0.2318;0.0657;157.444
7;19;Джек ЛеБрок;None;Holden Commodore ZB;7;55.3543;0.2522;0.0204;157.386
8;8;Ник Перкат;None;Holden Commodore ZB;2;55.3793;0.2772;0.0250;157.315
9;15;Рик Келли;None;Nissan Altima;5;55.3908;0.2887;0.0115;157.282
10;23;Майкл Карузо;None;Nissan Altima;7;55.3923;0.2902;0.0015;157.278
11;21;Тим Бланкард;None;Holden Commodore ZB;7;55.4125;0.3104;0.0202;157.220
12;14;Тим Слейд;None;Holden Commodore ZB;2;55.4144;0.3123;0.0019;157.215
13;400;Уилл Дэвисон;None;Ford Falcon FG X;5;55.4461;0.3440;0.0317;157.125
14;56;Ричи Стэнэвей;None;Ford Falcon FG X;10;55.5885;0.4864;0.1424;156.723
15;2;Скотт Пай;None;Holden Commodore ZB;8;55.5897;0.4876;0.0012;156.719
16;34;Джеймс Голдинг;None;Holden Commodore ZB;5;55.7174;0.6153;0.1277;156.360
