Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG X;18;54.8871;None;None;158.725
2;6;Кэмерон Уотерс;None;Ford Falcon FG X;17;54.9051;0.0180;0.0180;158.673
3;12;Фабиан Култхард;None;Ford Falcon FG X;21;55.0347;0.1476;0.1296;158.300
4;1;Джейми Уинкап;None;Holden Commodore ZB;31;55.0827;0.1956;0.0480;158.162
5;99;Антон де Паскуале;None;Holden Commodore ZB;20;55.1977;0.3106;0.1150;157.832
6;5;Марк Винтерботтом;None;Ford Falcon FG X;20;55.2121;0.3250;0.0144;157.791
7;14;Тим Слейд;None;Holden Commodore ZB;22;55.3189;0.4318;0.1068;157.486
8;55;Час Мостер;None;Ford Falcon FG X;24;55.3333;0.4462;0.0144;157.445
9;97;Шейн ван Гисберген;None;Holden Commodore ZB;21;55.3381;0.4510;0.0048;157.432
10;78;Симона де Сильвестро;None;Nissan Altima;16;55.3487;0.4616;0.0106;157.402
11;9;Дэвид Рейнольдс;None;Holden Commodore ZB;21;55.3730;0.4859;0.0243;157.332
12;23;Майкл Карузо;None;Nissan Altima;19;55.3753;0.4882;0.0023;157.326
13;8;Ник Перкат;None;Holden Commodore ZB;16;55.3831;0.4960;0.0078;157.304
14;2;Скотт Пай;None;Holden Commodore ZB;16;55.4028;0.5157;0.0197;157.248
15;400;Уилл Дэвисон;None;Ford Falcon FG X;19;55.4048;0.5177;0.0020;157.242
16;15;Рик Келли;None;Nissan Altima;17;55.4295;0.5424;0.0247;157.172
17;19;Джек ЛеБрок;None;Holden Commodore ZB;25;55.4638;0.5767;0.0343;157.075
18;18;Ли Холдсуорт;None;Holden Commodore ZB;19;55.5416;0.6545;0.0778;156.855
19;33;Гарт Тандер;None;Holden Commodore ZB;24;55.5609;0.6738;0.0193;156.800
20;25;Джеймс Кортни;None;Holden Commodore ZB;21;55.5819;0.6948;0.0210;156.741
21;7;Андре Хаймгартнер;None;Nissan Altima;22;55.6492;0.7621;0.0673;156.552
22;21;Тим Бланкард;None;Holden Commodore ZB;22;55.6877;0.8006;0.0385;156.443
23;35;Тодд Хазелвуд;None;Ford Falcon FG X;18;55.7923;0.9052;0.1046;156.150
24;56;Ричи Стэнэвей;None;Ford Falcon FG X;21;55.8108;0.9237;0.0185;156.098
25;34;Джеймс Голдинг;None;Holden Commodore ZB;23;55.8288;0.9417;0.0180;156.048
26;888;Крэг Лаундес;None;Holden Commodore ZB;30;56.1100;1.2229;0.2812;155.266
