Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;400;Уилл Дэвисон;None;Ford Falcon FG X;10;55.2847;None;None;157.584
2;25;Джеймс Кортни;None;Holden Commodore ZB;9;55.4683;0.1836;0.1836;157.062
3;2;Скотт Пай;None;Holden Commodore ZB;16;55.8675;0.5828;0.3992;155.940
4;12;Фабиан Култхард;None;Ford Falcon FG X;11;55.8703;0.5856;0.0028;155.932
5;17;Скотт Маклафлин;None;Ford Falcon FG X;13;55.8983;0.6136;0.0280;155.854
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;56.0217;0.7370;0.1234;155.511
7;7;Андре Хаймгартнер;None;Nissan Altima;10;56.0767;0.7920;0.0550;155.358
8;8;Ник Перкат;None;Holden Commodore ZB;10;56.1063;0.8216;0.0296;155.276
9;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;56.1926;0.9079;0.0863;155.038
10;14;Тим Слейд;None;Holden Commodore ZB;11;56.1930;0.9083;0.0004;155.037
11;15;Рик Келли;None;Nissan Altima;9;56.2010;0.9163;0.0080;155.015
12;99;Антон де Паскуале;None;Holden Commodore ZB;8;56.2272;0.9425;0.0262;154.942
13;55;Час Мостер;None;Ford Falcon FG X;14;56.2369;0.9522;0.0097;154.916
14;18;Ли Холдсуорт;None;Holden Commodore ZB;16;56.2954;1.0107;0.0585;154.755
15;78;Симона де Сильвестро;None;Nissan Altima;12;56.3113;1.0266;0.0159;154.711
16;21;Тим Бланкард;None;Holden Commodore ZB;10;56.3190;1.0343;0.0077;154.690
17;56;Ричи Стэнэвей;None;Ford Falcon FG X;14;56.3369;1.0522;0.0179;154.641
18;35;Тодд Хазелвуд;None;Ford Falcon FG X;15;56.3684;1.0837;0.0315;154.554
19;23;Майкл Карузо;None;Nissan Altima;11;56.3814;1.0967;0.0130;154.519
20;33;Гарт Тандер;None;Holden Commodore ZB;11;56.4196;1.1349;0.0382;154.414
21;19;Джек ЛеБрок;None;Holden Commodore ZB;15;56.4358;1.1511;0.0162;154.370
22;888;Крэг Лаундес;None;Holden Commodore ZB;9;56.6165;1.3318;0.1807;153.877
23;6;Кэмерон Уотерс;None;Ford Falcon FG X;17;56.7549;1.4702;0.1384;153.502
24;34;Джеймс Голдинг;None;Holden Commodore ZB;12;56.7655;1.4808;0.0106;153.473
25;1;Джейми Уинкап;None;Holden Commodore ZB;10;56.8534;1.5687;0.0879;153.236
26;5;Марк Винтерботтом;None;Ford Falcon FG X;19;56.8827;1.5980;0.0293;153.157
