Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;19;1'46.6866;None;None;178.942
2;17;Уилл Дэвисон;None;Ford Mustang GT;13;1'47.4271;0.7405;0.7405;177.709
3;5;Джеймс Кортни;None;Ford Mustang GT;9;1'47.7133;1.0267;0.2862;177.237
4;26;Дэвид Рейнольдс;None;Ford Mustang GT;17;1'47.7265;1.0399;0.0132;177.215
5;6;Кэмерон Уотерс;None;Ford Mustang GT;18;1'47.8999;1.2133;0.1734;176.930
6;25;Час Мостер;None;Holden Commodore ZB;17;1'47.9139;1.2273;0.0140;176.907
7;9;Уилл Браун;None;Holden Commodore ZB;15;1'47.9938;1.3072;0.0799;176.776
8;55;Томас Рэндл;None;Ford Mustang GT;14;1'48.1387;1.4521;0.1449;176.539
9;10;Ли Холдсуорт;None;Ford Mustang GT;17;1'48.1486;1.4620;0.0099;176.523
10;11;Антон де Паскуале;None;Ford Mustang GT;17;1'48.2378;1.5512;0.0892;176.378
11;20;Скотт Пай;None;Holden Commodore ZB;17;1'48.2448;1.5582;0.0070;176.366
12;88;Broc Feeney;None;Holden Commodore ZB;3;1'48.2808;1.5942;0.0360;176.308
13;3;Тим Слейд;None;Ford Mustang GT;14;1'48.3812;1.6946;0.1004;176.144
14;14;Брайс Фуллвуд;None;Holden Commodore ZB;16;1'48.4028;1.7162;0.0216;176.109
15;2;Ник Перкат;None;Holden Commodore ZB;18;1'48.4104;1.7238;0.0076;176.097
16;96;Маколи Джонс;None;Holden Commodore ZB;18;1'48.4273;1.7407;0.0169;176.070
17;76;Гарри Джекобсон;None;Holden Commodore ZB;17;1'48.4352;1.7486;0.0079;176.057
18;56;Джейк Костеки;None;Ford Mustang GT;15;1'48.4743;1.7877;0.0391;175.993
19;99;Brodie Kostecki;None;Holden Commodore ZB;18;1'48.5440;1.8574;0.0697;175.880
20;18;Марк Винтерботтом;None;Holden Commodore ZB;17;1'48.5721;1.8855;0.0281;175.835
21;35;Тодд Хазелвуд;None;Holden Commodore ZB;18;1'48.6087;1.9221;0.0366;175.775
22;22;Крис Питер;None;Holden Commodore ZB;3;1'48.6581;1.9715;0.0494;175.696
23;4;Джек Смит;None;Holden Commodore ZB;15;1'48.6602;1.9736;0.0021;175.692
24;34;Джек ЛеБрок;None;Holden Commodore ZB;18;1'48.9984;2.3118;0.3382;175.147
25;8;Андре Хаймгартнер;None;Holden Commodore ZB;3;1'49.4038;2.7172;0.4054;174.498
