Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;19;41'54.8962;None;None;None;75
2;None;26;Дэвид Рейнольдс;None;Ford Mustang GT;19;41'56.9337;2.0375;2.0375;None;69
3;None;10;Ли Холдсуорт;None;Ford Mustang GT;19;42'01.9861;7.0899;5.0524;None;64
4;None;20;Скотт Пай;None;Holden Commodore ZB;19;42'04.8710;9.9748;2.8849;None;60
5;None;35;Тодд Хазелвуд;None;Holden Commodore ZB;19;42'07.8888;12.9926;3.0178;None;55
6;None;76;Гарри Джекобсон;None;Holden Commodore ZB;19;42'08.3933;13.4971;0.5045;None;51
7;None;99;Brodie Kostecki;None;Holden Commodore ZB;19;42'09.3544;14.4582;0.9611;None;48
8;None;3;Тим Слейд;None;Ford Mustang GT;19;42'09.5907;14.6945;0.2363;None;45
9;None;5;Джеймс Кортни;None;Ford Mustang GT;19;42'10.0970;15.2008;0.5063;None;42
10;None;14;Брайс Фуллвуд;None;Holden Commodore ZB;19;42'11.7600;16.8638;1.6630;None;39
11;None;96;Маколи Джонс;None;Holden Commodore ZB;19;42'11.8820;16.9858;0.1220;None;36
12;None;18;Марк Винтерботтом;None;Holden Commodore ZB;19;42'14.6525;19.7563;2.7705;None;34
13;None;56;Джейк Костеки;None;Ford Mustang GT;19;42'14.6819;19.7857;0.0294;None;33
14;None;88;Broc Feeney;None;Holden Commodore ZB;19;42'15.8629;20.9667;1.1810;None;31
15;None;34;Джек ЛеБрок;None;Holden Commodore ZB;19;42'17.7699;22.8737;1.9070;None;30
16;None;22;Крис Питер;None;Holden Commodore ZB;19;42'18.9681;24.0719;1.1982;None;28
17;None;2;Ник Перкат;None;Holden Commodore ZB;19;42'19.6082;24.7120;0.6401;None;27
18;None;55;Томас Рэндл;None;Ford Mustang GT;19;42'20.7109;25.8147;1.1027;None;25
19;None;4;Джек Смит;None;Holden Commodore ZB;19;42'20.7202;25.8240;0.0093;None;24
20;None;11;Антон де Паскуале;None;Ford Mustang GT;19;42'26.2609;31.3647;5.5407;None;22
21;None;6;Кэмерон Уотерс;None;Ford Mustang GT;19;42'42.4947;47.5985;16.2338;None;21
22;None;25;Час Мостер;None;Holden Commodore ZB;19;42'45.3366;50.4404;2.8419;None;19
23;None;9;Уилл Браун;None;Holden Commodore ZB;19;42'47.8317;52.9355;2.4951;None;18
24;None;17;Уилл Дэвисон;None;Ford Mustang GT;18;42'22.3672;1 Lap;1 Lap;None;16
None;None;8;Андре Хаймгартнер;None;Holden Commodore ZB;3;5'40.5151;16 Laps;15 Laps;Сход;None
