Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Уилл Дэвисон;None;Ford Mustang GT;5;1'44.9418;None;None;181.917
2;26;Дэвид Рейнольдс;None;Ford Mustang GT;5;1'45.0232;0.0814;0.0814;181.776
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;4;1'45.1751;0.2333;0.1519;181.514
4;88;Broc Feeney;None;Holden Commodore ZB;6;1'45.2607;0.3189;0.0856;181.366
5;11;Антон де Паскуале;None;Ford Mustang GT;5;1'45.2793;0.3375;0.0186;181.334
6;99;Brodie Kostecki;None;Holden Commodore ZB;5;1'45.3395;0.3977;0.0602;181.231
7;5;Джеймс Кортни;None;Ford Mustang GT;5;1'45.3425;0.4007;0.0030;181.226
8;25;Час Мостер;None;Holden Commodore ZB;5;1'45.3603;0.4185;0.0178;181.195
9;2;Ник Перкат;None;Holden Commodore ZB;5;1'45.6289;0.6871;0.2686;180.734
10;35;Тодд Хазелвуд;None;Holden Commodore ZB;4;1'45.6667;0.7249;0.0378;180.669
11;6;Кэмерон Уотерс;None;Ford Mustang GT;4;1'45.6690;0.7272;0.0023;180.666
12;20;Скотт Пай;None;Holden Commodore ZB;6;1'45.7324;0.7906;0.0634;180.557
13;18;Марк Винтерботтом;None;Holden Commodore ZB;5;1'45.7562;0.8144;0.0238;180.517
14;34;Джек ЛеБрок;None;Holden Commodore ZB;5;1'45.7613;0.8195;0.0051;180.508
15;10;Ли Холдсуорт;None;Ford Mustang GT;5;1'45.8305;0.8887;0.0692;180.390
16;4;Джек Смит;None;Holden Commodore ZB;5;1'45.8696;0.9278;0.0391;180.323
17;14;Брайс Фуллвуд;None;Holden Commodore ZB;5;1'45.8989;0.9571;0.0293;180.273
18;8;Андре Хаймгартнер;None;Holden Commodore ZB;5;1'45.9188;0.9770;0.0199;180.239
19;96;Маколи Джонс;None;Holden Commodore ZB;5;1'46.0344;1.0926;0.1156;180.043
20;3;Тим Слейд;None;Ford Mustang GT;4;1'46.0531;1.1113;0.0187;180.011
21;76;Гарри Джекобсон;None;Holden Commodore ZB;5;1'46.1767;1.2349;0.1236;179.802
22;9;Уилл Браун;None;Holden Commodore ZB;6;1'46.1958;1.2540;0.0191;179.769
23;55;Томас Рэндл;None;Ford Mustang GT;6;1'46.4788;1.5370;0.2830;179.292
24;22;Крис Питер;None;Holden Commodore ZB;4;1'46.6310;1.6892;0.1522;179.036
