Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;20;Скотт Пай;None;Holden Commodore ZB;16;1'46.0060;None;None;180.091
2;4;Джек Смит;None;Holden Commodore ZB;16;1'46.0881;0.0821;0.0821;179.952
3;8;Андре Хаймгартнер;None;Holden Commodore ZB;18;1'46.1102;0.1042;0.0221;179.914
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'46.7973;0.7913;0.6871;178.757
5;34;Джек ЛеБрок;None;Holden Commodore ZB;16;1'46.8146;0.8086;0.0173;178.728
6;11;Антон де Паскуале;None;Ford Mustang GT;3;1'47.1017;1.0957;0.2871;178.249
7;26;Дэвид Рейнольдс;None;Ford Mustang GT;3;1'47.1219;1.1159;0.0202;178.215
8;88;Broc Feeney;None;Holden Commodore ZB;3;1'47.2068;1.2008;0.0849;178.074
9;17;Уилл Дэвисон;None;Ford Mustang GT;3;1'47.3045;1.2985;0.0977;177.912
10;10;Ли Холдсуорт;None;Ford Mustang GT;10;1'47.5036;1.4976;0.1991;177.582
11;9;Уилл Браун;None;Holden Commodore ZB;4;1'47.6207;1.6147;0.1171;177.389
12;76;Гарри Джекобсон;None;Holden Commodore ZB;4;1'47.6289;1.6229;0.0082;177.376
13;3;Тим Слейд;None;Ford Mustang GT;5;1'47.6464;1.6404;0.0175;177.347
14;99;Brodie Kostecki;None;Holden Commodore ZB;4;1'47.6714;1.6654;0.0250;177.306
15;18;Марк Винтерботтом;None;Holden Commodore ZB;3;1'47.6722;1.6662;0.0008;177.304
16;5;Джеймс Кортни;None;Ford Mustang GT;8;1'47.6960;1.6900;0.0238;177.265
17;14;Брайс Фуллвуд;None;Holden Commodore ZB;2;1'47.8801;1.8741;0.1841;176.963
18;25;Час Мостер;None;Holden Commodore ZB;9;1'47.8927;1.8867;0.0126;176.942
19;2;Ник Перкат;None;Holden Commodore ZB;9;1'47.9591;1.9531;0.0664;176.833
20;22;Крис Питер;None;Holden Commodore ZB;6;1'48.0462;2.0402;0.0871;176.691
21;55;Томас Рэндл;None;Ford Mustang GT;5;1'48.0484;2.0424;0.0022;176.687
22;56;Джейк Костеки;None;Ford Mustang GT;3;1'48.0559;2.0499;0.0075;176.675
23;35;Тодд Хазелвуд;None;Holden Commodore ZB;3;1'48.0798;2.0738;0.0239;176.636
24;6;Кэмерон Уотерс;None;Ford Mustang GT;4;1'48.0822;2.0762;0.0024;176.632
25;96;Маколи Джонс;None;Holden Commodore ZB;4;1'48.4695;2.4635;0.3873;176.001
