Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'44.8387;None;None;182.096
2;5;Джеймс Кортни;None;Ford Mustang GT;10;1'44.9239;0.0852;0.0852;181.949
3;25;Час Мостер;None;Holden Commodore ZB;9;1'45.1842;0.3455;0.2603;181.498
4;11;Антон де Паскуале;None;Ford Mustang GT;9;1'45.2732;0.4345;0.0890;181.345
5;17;Уилл Дэвисон;None;Ford Mustang GT;11;1'45.4475;0.6088;0.1743;181.045
6;55;Томас Рэндл;None;Ford Mustang GT;10;1'45.5611;0.7224;0.1136;180.850
7;20;Скотт Пай;None;Holden Commodore ZB;7;1'45.5723;0.7336;0.0112;180.831
8;2;Ник Перкат;None;Holden Commodore ZB;12;1'45.6601;0.8214;0.0878;180.681
9;56;Джейк Костеки;None;Ford Mustang GT;9;1'45.7306;0.8919;0.0705;180.560
10;26;Дэвид Рейнольдс;None;Ford Mustang GT;12;1'45.7593;0.9206;0.0287;180.511
11;14;Брайс Фуллвуд;None;Holden Commodore ZB;11;1'45.9730;1.1343;0.2137;180.147
12;10;Ли Холдсуорт;None;Ford Mustang GT;10;1'46.1718;1.3331;0.1988;179.810
13;3;Тим Слейд;None;Ford Mustang GT;11;1'46.4229;1.5842;0.2511;179.386
14;6;Кэмерон Уотерс;None;Ford Mustang GT;10;1'46.5675;1.7288;0.1446;179.142
15;99;Brodie Kostecki;None;Holden Commodore ZB;11;1'46.5771;1.7384;0.0096;179.126
16;8;Андре Хаймгартнер;None;Holden Commodore ZB;8;1'46.5977;1.7590;0.0206;179.092
17;22;Крис Питер;None;Holden Commodore ZB;10;1'46.6146;1.7759;0.0169;179.063
18;76;Гарри Джекобсон;None;Holden Commodore ZB;13;1'46.7441;1.9054;0.1295;178.846
19;96;Маколи Джонс;None;Holden Commodore ZB;10;1'46.7647;1.9260;0.0206;178.811
20;18;Марк Винтерботтом;None;Holden Commodore ZB;10;1'46.8148;1.9761;0.0501;178.728
21;35;Тодд Хазелвуд;None;Holden Commodore ZB;9;1'46.8203;1.9816;0.0055;178.718
22;9;Уилл Браун;None;Holden Commodore ZB;9;1'47.0429;2.2042;0.2226;178.347
23;34;Джек ЛеБрок;None;Holden Commodore ZB;11;1'47.0862;2.2475;0.0433;178.275
24;4;Джек Смит;None;Holden Commodore ZB;10;1'47.5198;2.6811;0.4336;177.556
25;88;Broc Feeney;None;Holden Commodore ZB;11;1'48.1202;3.2815;0.6004;176.570
