Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;55;Час Мостер;None;Ford Mustang GT;15;1'01.8983;None;None;169.245
2;8;Ник Перкат;None;Holden Commodore ZB;13;1'01.9250;0.0267;0.0267;169.172
3;23;Уилл Дэвисон;None;Ford Mustang GT;13;1'01.9914;0.0931;0.0664;168.991
4;17;Скотт Маклафлин;None;Ford Mustang GT;12;1'02.0127;0.1144;0.0213;168.933
5;5;Ли Холдсуорт;None;Ford Mustang GT;15;1'02.0202;0.1219;0.0075;168.912
6;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'02.1132;0.2149;0.0930;168.659
7;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'02.1540;0.2557;0.0408;168.549
8;97;Шейн ван Гисберген;None;Holden Commodore ZB;15;1'02.1749;0.2766;0.0209;168.492
9;12;Фабиан Култхард;None;Ford Mustang GT;14;1'02.2050;0.3067;0.0301;168.410
10;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'02.2365;0.3382;0.0315;168.325
11;35;Тодд Хазелвуд;None;Holden Commodore ZB;15;1'02.2905;0.3922;0.0540;168.179
12;14;Тим Слейд;None;Holden Commodore ZB;12;1'02.3033;0.4050;0.0128;168.145
13;9;Дэвид Рейнольдс;None;Holden Commodore ZB;14;1'02.3538;0.4555;0.0505;168.009
14;33;Ричи Стэнэвей;None;Holden Commodore ZB;15;1'02.3871;0.4888;0.0333;167.919
15;78;Симона де Сильвестро;None;Nissan Altima;15;1'02.4201;0.5218;0.0330;167.830
16;7;Андре Хаймгартнер;None;Nissan Altima;17;1'02.4548;0.5565;0.0347;167.737
17;34;Джеймс Голдинг;None;Holden Commodore ZB;14;1'02.4622;0.5639;0.0074;167.717
18;2;Скотт Пай;None;Holden Commodore ZB;14;1'02.5172;0.6189;0.0550;167.569
19;18;Марк Винтерботтом;None;Holden Commodore ZB;14;1'02.5241;0.6258;0.0069;167.551
20;22;Джеймс Кортни;None;Holden Commodore ZB;14;1'02.5470;0.6487;0.0229;167.490
21;15;Рик Келли;None;Nissan Altima;13;1'02.6216;0.7233;0.0746;167.290
22;21;Маколи Джонс;None;Holden Commodore ZB;16;1'02.7496;0.8513;0.1280;166.949
23;3;Гарри Джекобсон;None;Nissan Altima;14;1'02.8195;0.9212;0.0699;166.763
24;19;Джек ЛеБрок;None;Holden Commodore ZB;16;1'03.3071;1.4088;0.4876;165.479
