Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;23;Уилл Дэвисон;None;Ford Mustang GT;6;1'02.4451;None;None;167.763
2;17;Скотт Маклафлин;None;Ford Mustang GT;15;1'02.5189;0.0738;0.0738;167.565
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;17;1'02.6552;0.2101;0.1363;167.200
4;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'02.7256;0.2805;0.0704;167.013
5;2;Скотт Пай;None;Holden Commodore ZB;12;1'02.7367;0.2916;0.0111;166.983
6;12;Фабиан Култхард;None;Ford Mustang GT;9;1'02.8005;0.3554;0.0638;166.813
7;5;Ли Холдсуорт;None;Ford Mustang GT;9;1'02.9966;0.5515;0.1961;166.294
8;18;Марк Винтерботтом;None;Holden Commodore ZB;8;1'03.0202;0.5751;0.0236;166.232
9;3;Гарри Джекобсон;None;Nissan Altima;18;1'03.5472;1.1021;0.5270;164.853
10;78;Симона де Сильвестро;None;Nissan Altima;8;1'03.5670;1.1219;0.0198;164.802
11;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'03.5713;1.1262;0.0043;164.791
12;22;Джеймс Кортни;None;Holden Commodore ZB;8;1'03.6627;1.2176;0.0914;164.554
13;7;Андре Хаймгартнер;None;Nissan Altima;8;1'03.8365;1.3914;0.1738;164.106
14;33;Ричи Стэнэвей;None;Holden Commodore ZB;8;1'03.8822;1.4371;0.0457;163.989
15;19;Джек ЛеБрок;None;Holden Commodore ZB;9;1'04.2774;1.8323;0.3952;162.981
16;21;Маколи Джонс;None;Holden Commodore ZB;9;1'04.6406;2.1955;0.3632;162.065
17;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'05.0298;2.5847;0.3892;161.095
18;35;Тодд Хазелвуд;None;Holden Commodore ZB;7;1'05.5565;3.1114;0.5267;159.801
19;6;Кэмерон Уотерс;None;Ford Mustang GT;6;1'08.4094;5.9643;2.8529;153.136
20;55;Час Мостер;None;Ford Mustang GT;6;3'07.8621;2'05.4170;1'59.4527;55.764
21;15;Рик Келли;None;Nissan Altima;8;5'29.5520;4'27.1069;2'21.6899;31.788
22;14;Тим Слейд;None;Holden Commodore ZB;4;11'40.2685;10'37.8234;6'10.7165;14.959
23;99;Антон де Паскуале;None;Holden Commodore ZB;2;None;None;None;None
24;8;Ник Перкат;None;Holden Commodore ZB;2;None;None;None;None
