Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;9;1'02.5421;None;None;167.503
2;12;Фабиан Култхард;None;Ford Mustang GT;19;1'02.7924;0.2503;0.2503;166.835
3;15;Рик Келли;None;Nissan Altima;62;1'02.7940;0.2519;0.0016;166.831
4;97;Шейн ван Гисберген;None;Holden Commodore ZB;47;1'02.8063;0.2642;0.0123;166.798
5;6;Кэмерон Уотерс;None;Ford Mustang GT;41;1'02.8561;0.3140;0.0498;166.666
6;78;Симона де Сильвестро;None;Nissan Altima;60;1'02.8849;0.3428;0.0288;166.590
7;7;Андре Хаймгартнер;None;Nissan Altima;21;1'02.9094;0.3673;0.0245;166.525
8;99;Антон де Паскуале;None;Holden Commodore ZB;10;1'02.9980;0.4559;0.0886;166.290
9;23;Уилл Дэвисон;None;Ford Mustang GT;48;1'03.0011;0.4590;0.0031;166.282
10;18;Марк Винтерботтом;None;Holden Commodore ZB;60;1'03.0366;0.4945;0.0355;166.189
11;9;Дэвид Рейнольдс;None;Holden Commodore ZB;7;1'03.0490;0.5069;0.0124;166.156
12;55;Час Мостер;None;Ford Mustang GT;7;1'03.0693;0.5272;0.0203;166.103
13;17;Скотт Маклафлин;None;Ford Mustang GT;8;1'03.0751;0.5330;0.0058;166.087
14;5;Ли Холдсуорт;None;Ford Mustang GT;42;1'03.1516;0.6095;0.0765;165.886
15;8;Ник Перкат;None;Holden Commodore ZB;47;1'03.2092;0.6671;0.0576;165.735
16;33;Ричи Стэнэвей;None;Holden Commodore ZB;42;1'03.2898;0.7477;0.0806;165.524
17;22;Джеймс Кортни;None;Holden Commodore ZB;14;1'03.2913;0.7492;0.0015;165.520
18;2;Скотт Пай;None;Holden Commodore ZB;10;1'03.3715;0.8294;0.0802;165.310
19;35;Тодд Хазелвуд;None;Holden Commodore ZB;41;1'03.4100;0.8679;0.0385;165.210
20;3;Гарри Джекобсон;None;Nissan Altima;55;1'03.4114;0.8693;0.0014;165.206
21;21;Маколи Джонс;None;Holden Commodore ZB;45;1'03.4114;0.8693;0.0000;165.206
22;14;Тим Слейд;None;Holden Commodore ZB;57;1'03.4234;0.8813;0.0120;165.175
23;34;Джеймс Голдинг;None;Holden Commodore ZB;32;1'03.5491;1.0070;0.1257;164.848
24;19;Джек ЛеБрок;None;Holden Commodore ZB;57;1'03.6896;1.1475;0.1405;164.485
