Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'01.5480;None;None;170.208
2;6;Кэмерон Уотерс;None;Ford Mustang GT;10;1'01.6986;0.1506;0.1506;169.793
3;23;Уилл Дэвисон;None;Ford Mustang GT;10;1'01.7513;0.2033;0.0527;169.648
4;55;Час Мостер;None;Ford Mustang GT;8;1'01.7804;0.2324;0.0291;169.568
5;12;Фабиан Култхард;None;Ford Mustang GT;9;1'01.8018;0.2538;0.0214;169.509
6;17;Скотт Маклафлин;None;Ford Mustang GT;9;1'01.8461;0.2981;0.0443;169.388
7;9;Дэвид Рейнольдс;None;Holden Commodore ZB;12;1'01.9151;0.3671;0.0690;169.199
8;5;Ли Холдсуорт;None;Ford Mustang GT;10;1'01.9338;0.3858;0.0187;169.148
9;99;Антон де Паскуале;None;Holden Commodore ZB;11;1'02.0444;0.4964;0.1106;168.846
10;8;Ник Перкат;None;Holden Commodore ZB;9;1'02.0786;0.5306;0.0342;168.753
11;2;Скотт Пай;None;Holden Commodore ZB;9;1'02.1043;0.5563;0.0257;168.683
12;88;Джейми Уинкап;None;Holden Commodore ZB;9;1'02.1251;0.5771;0.0208;168.627
13;14;Тим Слейд;None;Holden Commodore ZB;10;1'02.1477;0.5997;0.0226;168.566
14;33;Ричи Стэнэвей;None;Holden Commodore ZB;10;1'02.1694;0.6214;0.0217;168.507
15;18;Марк Винтерботтом;None;Holden Commodore ZB;11;1'02.1829;0.6349;0.0135;168.470
16;7;Андре Хаймгартнер;None;Nissan Altima;11;1'02.2470;0.6990;0.0641;168.297
17;3;Гарри Джекобсон;None;Nissan Altima;11;1'02.2680;0.7200;0.0210;168.240
18;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'02.2712;0.7232;0.0032;168.231
19;22;Джеймс Кортни;None;Holden Commodore ZB;10;1'02.3129;0.7649;0.0417;168.119
20;35;Тодд Хазелвуд;None;Holden Commodore ZB;10;1'02.3532;0.8052;0.0403;168.010
21;21;Маколи Джонс;None;Holden Commodore ZB;11;1'02.3648;0.8168;0.0116;167.979
22;15;Рик Келли;None;Nissan Altima;12;1'02.4633;0.9153;0.0985;167.714
23;78;Симона де Сильвестро;None;Nissan Altima;10;1'02.6325;1.0845;0.1692;167.261
24;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'03.1087;1.5607;0.4762;165.999
