Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;19;1'02.3719;None;None;167.960
2;55;Час Мостер;None;Ford Mustang GT;38;1'02.3948;0.0229;0.0229;167.898
3;8;Ник Перкат;None;Holden Commodore ZB;53;1'02.4347;0.0628;0.0399;167.791
4;5;Ли Холдсуорт;None;Ford Mustang GT;9;1'02.6186;0.2467;0.1839;167.298
5;17;Скотт Маклафлин;None;Ford Mustang GT;8;1'02.6492;0.2773;0.0306;167.216
6;6;Кэмерон Уотерс;None;Ford Mustang GT;5;1'02.7574;0.3855;0.1082;166.928
7;97;Шейн ван Гисберген;None;Holden Commodore ZB;62;1'02.7808;0.4089;0.0234;166.866
8;18;Марк Винтерботтом;None;Holden Commodore ZB;45;1'02.7997;0.4278;0.0189;166.816
9;12;Фабиан Култхард;None;Ford Mustang GT;3;1'02.8520;0.4801;0.0523;166.677
10;9;Дэвид Рейнольдс;None;Holden Commodore ZB;54;1'02.9075;0.5356;0.0555;166.530
11;3;Гарри Джекобсон;None;Nissan Altima;59;1'02.9186;0.5467;0.0111;166.500
12;7;Андре Хаймгартнер;None;Nissan Altima;8;1'02.9281;0.5562;0.0095;166.475
13;23;Уилл Дэвисон;None;Ford Mustang GT;6;1'02.9366;0.5647;0.0085;166.453
14;35;Тодд Хазелвуд;None;Holden Commodore ZB;47;1'02.9452;0.5733;0.0086;166.430
15;14;Тим Слейд;None;Holden Commodore ZB;8;1'02.9905;0.6186;0.0453;166.310
16;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'03.1881;0.8162;0.1976;165.790
17;99;Антон де Паскуале;None;Holden Commodore ZB;12;1'03.1986;0.8267;0.0105;165.763
18;78;Симона де Сильвестро;None;Nissan Altima;34;1'03.2396;0.8677;0.0410;165.655
19;15;Рик Келли;None;Nissan Altima;36;1'03.2680;0.8961;0.0284;165.581
20;2;Скотт Пай;None;Holden Commodore ZB;36;1'03.3029;0.9310;0.0349;165.490
21;22;Джеймс Кортни;None;Holden Commodore ZB;51;1'03.3452;0.9733;0.0423;165.379
22;19;Джек ЛеБрок;None;Holden Commodore ZB;18;1'03.3935;1.0216;0.0483;165.253
23;33;Ричи Стэнэвей;None;Holden Commodore ZB;36;1'03.4101;1.0382;0.0166;165.210
24;21;Маколи Джонс;None;Holden Commodore ZB;17;1'03.5199;1.1480;0.1098;164.924
