Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;1;1'01.6666;None;None;169.881
2;5;Ли Холдсуорт;None;Ford Mustang GT;1;1'01.8651;0.1985;0.1985;169.336
3;6;Кэмерон Уотерс;None;Ford Mustang GT;1;1'01.8781;0.2115;0.0130;169.300
4;12;Фабиан Култхард;None;Ford Mustang GT;1;1'01.8964;0.2298;0.0183;169.250
5;17;Скотт Маклафлин;None;Ford Mustang GT;1;1'01.9165;0.2499;0.0201;169.195
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;1;1'01.9809;0.3143;0.0644;169.019
7;55;Час Мостер;None;Ford Mustang GT;1;1'02.0236;0.3570;0.0427;168.903
8;23;Уилл Дэвисон;None;Ford Mustang GT;1;1'02.1325;0.4659;0.1089;168.607
9;18;Марк Винтерботтом;None;Holden Commodore ZB;1;1'02.3685;0.7019;0.2360;167.969
None;8;Ник Перкат;None;Holden Commodore ZB;1;1'02.1815;0.5149;None;168.474
