Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Mustang GT;15;1'10.6092;None;None;132.560
2;9;Дэвид Рейнольдс;None;Holden Commodore ZB;17;1'10.6213;0.0121;0.0121;132.537
3;88;Джейми Уинкап;None;Holden Commodore ZB;15;1'10.7119;0.1027;0.0906;132.368
4;35;Тодд Хазелвуд;None;Holden Commodore ZB;13;1'10.9122;0.3030;0.2003;131.994
5;18;Марк Винтерботтом;None;Holden Commodore ZB;15;1'10.9936;0.3844;0.0814;131.842
6;97;Шейн ван Гисберген;None;Holden Commodore ZB;17;1'11.0079;0.3987;0.0143;131.816
7;99;Антон де Паскуале;None;Holden Commodore ZB;18;1'11.0610;0.4518;0.0531;131.717
8;55;Час Мостер;None;Ford Mustang GT;16;1'11.0863;0.4771;0.0253;131.670
9;5;Ли Холдсуорт;None;Ford Mustang GT;18;1'11.1808;0.5716;0.0945;131.496
10;15;Рик Келли;None;Nissan Altima;15;1'11.2026;0.5934;0.0218;131.455
11;14;Тим Слейд;None;Holden Commodore ZB;13;1'11.2777;0.6685;0.0751;131.317
12;12;Фабиан Култхард;None;Ford Mustang GT;14;1'11.3268;0.7176;0.0491;131.226
13;2;Скотт Пай;None;Holden Commodore ZB;10;1'11.3640;0.7548;0.0372;131.158
14;23;Уилл Дэвисон;None;Ford Mustang GT;16;1'11.4976;0.8884;0.1336;130.913
15;22;Джеймс Кортни;None;Holden Commodore ZB;15;1'11.5271;0.9179;0.0295;130.859
16;78;Симона де Сильвестро;None;Nissan Altima;17;1'11.5421;0.9329;0.0150;130.832
17;34;Джеймс Голдинг;None;Holden Commodore ZB;14;1'11.6544;1.0452;0.1123;130.627
18;6;Кэмерон Уотерс;None;Ford Mustang GT;11;1'11.6838;1.0746;0.0294;130.573
19;21;Маколи Джонс;None;Holden Commodore ZB;16;1'11.7568;1.1476;0.0730;130.440
20;33;Ричи Стэнэвей;None;Holden Commodore ZB;14;1'11.7663;1.1571;0.0095;130.423
21;3;Гарри Джекобсон;None;Nissan Altima;17;1'11.7686;1.1594;0.0023;130.419
22;7;Андре Хаймгартнер;None;Nissan Altima;14;1'11.7889;1.1797;0.0203;130.382
23;8;Ник Перкат;None;Holden Commodore ZB;8;1'11.7983;1.1891;0.0094;130.365
24;19;Джек ЛеБрок;None;Holden Commodore ZB;14;1'12.4023;1.7931;0.6040;129.277
