Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore ZB;17;1'10.3173;None;None;133.110
2;6;Кэмерон Уотерс;None;Ford Mustang GT;15;1'10.3229;0.0056;0.0056;133.100
3;97;Шейн ван Гисберген;None;Holden Commodore ZB;15;1'10.3779;0.0606;0.0550;132.996
4;17;Скотт Маклафлин;None;Ford Mustang GT;18;1'10.3839;0.0666;0.0060;132.984
5;9;Дэвид Рейнольдс;None;Holden Commodore ZB;16;1'10.4237;0.1064;0.0398;132.909
6;18;Марк Винтерботтом;None;Holden Commodore ZB;15;1'10.4248;0.1075;0.0011;132.907
7;22;Джеймс Кортни;None;Holden Commodore ZB;12;1'10.4456;0.1283;0.0208;132.868
8;12;Фабиан Култхард;None;Ford Mustang GT;17;1'10.4474;0.1301;0.0018;132.865
9;35;Тодд Хазелвуд;None;Holden Commodore ZB;14;1'10.5283;0.2110;0.0809;132.712
10;5;Ли Холдсуорт;None;Ford Mustang GT;18;1'10.5721;0.2548;0.0438;132.630
11;99;Антон де Паскуале;None;Holden Commodore ZB;13;1'10.5740;0.2567;0.0019;132.626
12;8;Ник Перкат;None;Holden Commodore ZB;17;1'10.6057;0.2884;0.0317;132.567
13;55;Час Мостер;None;Ford Mustang GT;17;1'10.6322;0.3149;0.0265;132.517
14;14;Тим Слейд;None;Holden Commodore ZB;15;1'10.6948;0.3775;0.0626;132.400
15;7;Андре Хаймгартнер;None;Nissan Altima;15;1'10.7046;0.3873;0.0098;132.381
16;33;Ричи Стэнэвей;None;Holden Commodore ZB;13;1'10.7717;0.4544;0.0671;132.256
17;15;Рик Келли;None;Nissan Altima;15;1'10.8242;0.5069;0.0525;132.158
18;23;Уилл Дэвисон;None;Ford Mustang GT;14;1'10.8888;0.5715;0.0646;132.037
19;3;Гарри Джекобсон;None;Nissan Altima;17;1'10.9057;0.5884;0.0169;132.006
20;21;Маколи Джонс;None;Holden Commodore ZB;14;1'10.9201;0.6028;0.0144;131.979
21;2;Скотт Пай;None;Holden Commodore ZB;18;1'11.0686;0.7513;0.1485;131.703
22;19;Джек ЛеБрок;None;Holden Commodore ZB;17;1'11.1023;0.7850;0.0337;131.641
23;78;Симона де Сильвестро;None;Nissan Altima;15;1'11.1023;0.7850;0.0000;131.641
24;34;Джеймс Голдинг;None;Holden Commodore ZB;15;1'11.4306;1.1133;0.3283;131.036
