Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс;None;Ford Mustang GT;11;1'10.1095;None;None;133.505
2;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'10.1281;0.0186;0.0186;133.470
3;17;Скотт Маклафлин;None;Ford Mustang GT;9;1'10.1484;0.0389;0.0203;133.431
4;12;Фабиан Култхард;None;Ford Mustang GT;10;1'10.3128;0.2033;0.1644;133.119
5;14;Тим Слейд;None;Holden Commodore ZB;11;1'10.4107;0.3012;0.0979;132.934
6;99;Антон де Паскуале;None;Holden Commodore ZB;10;1'10.4308;0.3213;0.0201;132.896
7;22;Джеймс Кортни;None;Holden Commodore ZB;10;1'10.4503;0.3408;0.0195;132.859
8;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'10.4522;0.3427;0.0019;132.856
9;2;Скотт Пай;None;Holden Commodore ZB;11;1'10.5361;0.4266;0.0839;132.698
10;5;Ли Холдсуорт;None;Ford Mustang GT;8;1'10.5545;0.4450;0.0184;132.663
11;55;Час Мостер;None;Ford Mustang GT;12;1'10.5550;0.4455;0.0005;132.662
12;7;Андре Хаймгартнер;None;Nissan Altima;12;1'10.6098;0.5003;0.0548;132.559
13;35;Тодд Хазелвуд;None;Holden Commodore ZB;11;1'10.6127;0.5032;0.0029;132.554
14;15;Рик Келли;None;Nissan Altima;11;1'10.6324;0.5229;0.0197;132.517
15;8;Ник Перкат;None;Holden Commodore ZB;10;1'10.6731;0.5636;0.0407;132.440
16;21;Маколи Джонс;None;Holden Commodore ZB;10;1'10.7371;0.6276;0.0640;132.320
17;23;Уилл Дэвисон;None;Ford Mustang GT;11;1'10.7424;0.6329;0.0053;132.311
18;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'10.7626;0.6531;0.0202;132.273
19;34;Джеймс Голдинг;None;Holden Commodore ZB;10;1'10.7645;0.6550;0.0019;132.269
20;18;Марк Винтерботтом;None;Holden Commodore ZB;9;1'10.7752;0.6657;0.0107;132.249
21;33;Ричи Стэнэвей;None;Holden Commodore ZB;10;1'10.9282;0.8187;0.1530;131.964
22;78;Симона де Сильвестро;None;Nissan Altima;10;1'10.9419;0.8324;0.0137;131.938
23;19;Джек ЛеБрок;None;Holden Commodore ZB;11;1'10.9986;0.8891;0.0567;131.833
24;3;Гарри Джекобсон;None;Nissan Altima;11;1'11.2162;1.1067;0.2176;131.430
